from,to,weight,type
s894,s354,14,
s202,s361,15,
s115,s917,13,
s761,s481,11,
s520,s374,12,
s298,s89,18,
s868,s377,9,
s932,s710,16,
s631,s511,10,
s25,s958,3,
s693,s549,15,
s6,s559,2,
s432,s457,14,
s814,s110,19,
s635,s70,18,
s742,s814,8,
s978,s41,16,
s860,s711,15,
s32,s119,19,
s152,s496,9,
s98,s253,17,
s612,s121,15,
s143,s533,15,
s528,s73,18,
s475,s857,2,
s157,s523,12,
s411,s526,8,
s233,s93,13,
s924,s184,17,
s876,s378,15,
s743,s435,5,
s825,s522,6,
s601,s347,8,
s970,s467,4,
s374,s703,7,
s961,s738,8,
s427,s979,15,
s225,s730,9,
s330,s979,3,
s934,s660,20,
s706,s263,0,
s210,s587,20,
s419,s888,3,
s238,s155,4,
s528,s161,11,
s847,s757,5,
s246,s720,3,
s464,s407,11,
s369,s523,13,
s783,s61,17,
s46,s777,10,
s196,s817,11,
s726,s848,10,
s292,s368,17,
s415,s960,18,
s299,s899,20,
s513,s337,15,
s69,s250,10,
s413,s622,15,
s828,s355,3,
s218,s638,2,
s776,s843,18,
s212,s489,9,
s491,s632,18,
s279,s710,11,
s704,s138,12,
s617,s506,3,
s864,s78,6,
s594,s100,0,
s95,s273,17,
s222,s910,1,
s864,s372,3,
s260,s350,0,
s249,s775,11,
s92,s331,3,
s403,s326,6,
s47,s533,1,
s517,s12,10,
s673,s610,14,
s114,s181,11,
s809,s292,13,
s144,s878,20,
s921,s251,3,
s316,s67,13,
s716,s278,3,
s183,s858,18,
s449,s618,0,
s797,s260,13,
s611,s679,20,
s610,s414,2,
s912,s156,12,
s338,s382,19,
s886,s893,11,
s456,s35,6,
s511,s78,3,
s780,s905,11,
s213,s29,14,
s538,s600,18,
s287,s754,16,
s632,s602,11,
s690,s85,14,
s832,s729,17,
s835,s486,3,
s32,s538,17,
s281,s634,13,
s178,s582,10,
s155,s876,9,
s417,s820,11,
s123,s975,1,
s365,s303,4,
s279,s496,9,
s209,s964,15,
s624,s80,16,
s74,s173,14,
s125,s441,3,
s275,s963,19,
s258,s186,0,
s604,s387,8,
s971,s487,14,
s330,s904,9,
s541,s303,4,
s286,s979,2,
s878,s109,8,
s495,s457,8,
s660,s970,20,
s215,s501,18,
s852,s740,5,
s680,s376,7,
s431,s724,16,
s963,s514,8,
s197,s348,1,
s654,s361,2,
s872,s979,17,
s239,s95,15,
s52,s648,10,
s194,s832,2,
s452,s894,16,
s113,s940,15,
s28,s485,11,
s932,s40,20,
s246,s806,6,
s794,s571,3,
s862,s270,2,
s488,s519,14,
s943,s922,12,
s689,s566,7,
s303,s559,7,
s583,s693,17,
s666,s368,17,
s717,s729,5,
s79,s372,8,
s919,s804,6,
s996,s653,7,
s423,s957,9,
s173,s29,16,
s575,s2,3,
s8,s441,19,
s210,s998,6,
s510,s625,5,
s722,s937,8,
s816,s177,14,
s296,s76,7,
s533,s68,11,
s958,s257,3,
s814,s873,3,
s481,s926,5,
s286,s910,16,
s73,s980,7,
s274,s349,16,
s931,s957,13,
s611,s891,15,
s527,s120,0,
s398,s459,8,
s769,s996,14,
s408,s336,9,
s36,s441,5,
s629,s504,4,
s674,s124,16,
s474,s848,1,
s2,s357,16,
s282,s93,10,
s791,s229,18,
s530,s699,17,
s903,s106,17,
s227,s261,7,
s872,s977,9,
s424,s832,15,
s901,s459,14,
s838,s357,7,
s964,s658,10,
s875,s360,9,
s926,s473,5,
s908,s479,3,
s683,s651,14,
s733,s502,11,
s787,s700,4,
s786,s571,1,
s602,s107,19,
s244,s630,17,
s729,s793,3,
s462,s828,7,
s314,s821,4,
s981,s585,15,
s664,s382,2,
s398,s628,11,
s630,s269,4,
s690,s635,17,
s424,s33,19,
s891,s877,16,
s775,s101,2,
s370,s153,11,
s553,s407,7,
s380,s428,10,
s878,s581,20,
s231,s570,5,
s782,s449,4,
s871,s99,10,
s421,s537,7,
s19,s881,16,
s847,s465,4,
s642,s306,4,
s850,s564,10,
s725,s461,8,
s225,s723,11,
s848,s482,18,
s170,s753,19,
s353,s149,17,
s275,s183,14,
s174,s110,6,
s558,s914,1,
s636,s547,13,
s935,s643,10,
s693,s887,8,
s884,s369,15,
s325,s996,0,
s922,s246,12,
s617,s21,16,
s836,s715,0,
s935,s49,16,
s720,s800,18,
s464,s140,8,
s278,s644,3,
s323,s510,6,
s161,s6,16,
s446,s794,7,
s445,s493,18,
s468,s508,10,
s561,s602,0,
s276,s362,10,
s650,s722,19,
s891,s397,18,
s856,s560,8,
s665,s492,15,
s768,s896,1,
s777,s948,6,
s470,s963,19,
s656,s189,13,
s879,s619,1,
s523,s286,7,
s961,s334,4,
s464,s254,8,
s288,s790,4,
s872,s177,9,
s918,s599,8,
s162,s227,15,
s988,s715,8,
s127,s208,20,
s408,s694,13,
s509,s233,3,
s481,s841,2,
s164,s112,12,
s337,s348,10,
s117,s203,6,
s978,s829,3,
s362,s122,8,
s548,s615,8,
s51,s522,5,
s729,s696,11,
s339,s277,18,
s379,s651,8,
s661,s8,1,
s908,s544,13,
s283,s847,19,
s483,s67,8,
s509,s112,12,
s145,s667,0,
s939,s553,10,
s201,s357,11,
s655,s429,0,
s32,s126,19,
s633,s413,11,
s72,s396,12,
s203,s125,5,
s708,s771,19,
s485,s4,2,
s242,s416,10,
s490,s298,16,
s334,s88,13,
s887,s272,18,
s920,s408,6,
s717,s892,12,
s614,s908,16,
s126,s571,19,
s502,s840,0,
s193,s36,16,
s951,s596,15,
s786,s474,6,
s783,s270,7,
s150,s824,2,
s557,s691,1,
s281,s290,18,
s1,s39,6,
s599,s439,1,
s325,s968,7,
s439,s501,12,
s53,s983,17,
s307,s698,9,
s83,s729,12,
s774,s80,3,
s367,s662,6,
s825,s999,3,
s544,s940,9,
s478,s109,17,
s710,s791,1,
s826,s114,10,
s744,s214,17,
s839,s1,5,
s520,s490,14,
s200,s913,5,
s230,s893,20,
s258,s305,6,
s396,s186,19,
s429,s322,1,
s106,s927,3,
s839,s830,12,
s348,s608,15,
s718,s773,3,
s713,s429,2,
s431,s529,13,
s830,s959,19,
s637,s641,5,
s431,s233,7,
s394,s189,20,
s886,s738,17,
s805,s877,15,
s939,s44,11,
s443,s128,4,
s331,s864,20,
s735,s165,1,
s927,s77,13,
s368,s470,3,
s620,s641,19,
s707,s85,1,
s699,s675,9,
s455,s179,13,
s957,s153,8,
s179,s390,1,
s110,s763,3,
s778,s650,13,
s611,s833,16,
s897,s563,11,
s16,s508,18,
s139,s175,5,
s537,s134,10,
s721,s832,20,
s367,s511,15,
s331,s677,9,
s382,s929,12,
s648,s240,8,
s468,s700,5,
s822,s660,6,
s524,s878,12,
s659,s432,0,
s425,s559,9,
s17,s564,12,
s303,s993,3,
s12,s60,7,
s569,s25,6,
s756,s871,13,
s511,s594,11,
s758,s661,14,
s828,s427,18,
s891,s254,18,
s674,s738,1,
s993,s36,17,
s462,s677,6,
s702,s554,13,
s786,s455,4,
s129,s631,14,
s362,s437,9,
s753,s117,6,
s840,s898,1,
s257,s166,20,
s49,s970,14,
s951,s85,10,
s827,s560,11,
s252,s818,20,
s145,s559,18,
s800,s812,6,
s688,s830,1,
s180,s98,8,
s508,s277,6,
s714,s311,18,
s783,s190,17,
s547,s146,19,
s591,s1,16,
s244,s297,8,
s711,s703,9,
s799,s985,7,
s563,s812,18,
s829,s676,13,
s526,s41,15,
s290,s231,6,
s476,s440,12,
s964,s660,8,
s672,s630,9,
s390,s480,18,
s971,s416,14,
s937,s615,5,
s186,s492,12,
s640,s777,4,
s530,s960,4,
s242,s749,12,
s162,s128,18,
s363,s869,8,
s284,s852,11,
s920,s992,11,
s606,s470,6,
s900,s83,4,
s246,s964,14,
s144,s144,6,
s399,s643,17,
s998,s655,13,
s350,s108,13,
s767,s390,15,
s66,s964,0,
s51,s298,5,
s702,s634,12,
s437,s938,11,
s146,s512,14,
s618,s736,7,
s949,s151,14,
s306,s532,12,
s20,s888,0,
s1,s982,11,
s883,s400,17,
s958,s740,0,
s767,s200,13,
s455,s197,5,
s400,s798,18,
s220,s846,8,
s783,s214,6,
s179,s454,13,
s120,s394,11,
s639,s134,0,
s54,s415,0,
s675,s507,15,
s412,s316,15,
s900,s563,16,
s494,s802,6,
s220,s735,2,
s720,s282,11,
s984,s939,18,
s487,s477,13,
s945,s579,12,
s21,s645,2,
s369,s508,19,
s128,s964,14,
s638,s357,12,
s786,s78,13,
s97,s410,5,
s101,s888,8,
s555,s885,17,
s508,s992,1,
s136,s866,6,
s581,s61,15,
s493,s662,12,
s943,s358,3,
s871,s346,17,
s669,s468,7,
s935,s863,20,
s864,s309,3,
s369,s203,6,
s46,s119,5,
s696,s205,0,
s360,s764,16,
s500,s436,20,
s535,s764,10,
s878,s550,9,
s487,s912,11,
s87,s732,1,
s31,s817,6,
s72,s947,7,
s820,s772,11,
s756,s395,3,
s698,s319,19,
s817,s458,11,
s676,s948,11,
s829,s190,7,
s199,s618,1,
s456,s406,2,
s135,s570,13,
s915,s206,2,
s699,s612,8,
s740,s748,18,
s546,s417,15,
s602,s219,0,
s756,s729,2,
s811,s740,13,
s18,s791,17,
s529,s522,17,
s109,s406,8,
s323,s618,4,
s399,s448,2,
s782,s353,3,
s683,s796,10,
s818,s791,3,
s1000,s709,6,
s503,s691,2,
s377,s730,3,
s8,s392,19,
s616,s650,12,
s619,s325,8,
s205,s279,18,
s132,s346,1,
s589,s166,2,
s232,s707,0,
s646,s581,6,
s691,s439,12,
s129,s701,12,
s478,s575,19,
s809,s489,8,
s957,s409,6,
s680,s650,8,
s641,s640,3,
s312,s311,13,
s913,s561,9,
s893,s256,4,
s340,s11,5,
s567,s859,3,
s32,s243,14,
s616,s550,4,
s737,s577,10,
s500,s707,17,
s383,s617,9,
s177,s450,6,
s710,s389,12,
s561,s417,9,
s973,s834,9,
s618,s702,13,
s98,s384,18,
s689,s365,10,
s924,s662,0,
s332,s584,15,
s494,s458,17,
s195,s136,20,
s284,s752,8,
s808,s397,5,
s879,s783,14,
s95,s811,16,
s723,s776,7,
s1000,s484,7,
s440,s148,8,
s515,s982,10,
s472,s291,6,
s433,s249,20,
s725,s166,18,
s177,s701,17,
s471,s344,6,
s352,s567,16,
s386,s413,10,
s153,s574,17,
s934,s160,14,
s911,s32,9,
s459,s922,17,
s285,s382,14,
s237,s818,17,
s490,s425,2,
s717,s466,19,
s14,s538,5,
s197,s122,16,
s866,s414,4,
s58,s221,6,
s34,s417,15,
s7,s357,19,
s325,s388,2,
s3,s192,9,
s823,s351,12,
s124,s474,7,
s873,s109,9,
s126,s12,20,
s400,s253,6,
s724,s95,7,
s483,s310,17,
s255,s905,18,
s385,s141,9,
s919,s135,0,
s184,s563,0,
s780,s690,12,
s746,s115,17,
s121,s852,14,
s855,s284,8,
s449,s318,1,
s325,s821,11,
s299,s838,15,
s521,s104,20,
s107,s297,10,
s885,s723,7,
s508,s336,13,
s86,s600,20,
s360,s749,15,
s701,s154,16,
s46,s945,13,
s94,s422,18,
s83,s248,20,
s336,s315,11,
s732,s631,9,
s81,s428,14,
s134,s651,20,
s283,s121,12,
s232,s723,11,
s435,s481,1,
s337,s708,2,
s853,s224,20,
s267,s634,2,
s335,s485,11,
s576,s601,20,
s263,s34,0,
s989,s441,7,
s127,s973,3,
s170,s898,16,
s502,s196,9,
s676,s571,5,
s710,s10,10,
s28,s930,3,
s793,s973,11,
s930,s2,0,
s850,s379,2,
s644,s2,15,
s703,s743,2,
s46,s926,15,
s162,s691,3,
s802,s746,7,
s225,s302,7,
s844,s62,5,
s248,s989,8,
s169,s212,3,
s320,s590,2,
s343,s241,4,
s650,s899,1,
s92,s167,19,
s869,s650,2,
s668,s1000,19,
s331,s317,1,
s932,s973,17,
s771,s928,6,
s323,s83,0,
s769,s318,15,
s774,s498,15,
s449,s936,12,
s230,s446,1,
s939,s987,9,
s818,s929,3,
s289,s476,15,
s988,s679,18,
s969,s748,18,
s647,s821,5,
s639,s850,14,
s526,s63,2,
s744,s821,14,
s963,s625,10,
s63,s861,0,
s143,s561,11,
s1,s437,8,
s135,s4,8,
s312,s26,6,
s203,s82,5,
s884,s77,14,
s447,s213,17,
s918,s678,18,
s646,s583,15,
s382,s676,13,
s592,s719,11,
s807,s774,1,
s125,s708,13,
s100,s375,18,
s515,s185,4,
s485,s551,20,
s505,s159,10,
s140,s798,1,
s694,s605,20,
s507,s805,1,
s614,s609,12,
s375,s344,9,
s634,s411,8,
s975,s823,20,
s540,s62,16,
s245,s608,6,
s231,s186,20,
s996,s32,3,
s357,s809,11,
s637,s473,1,
s20,s74,15,
s394,s241,13,
s988,s829,3,
s494,s964,12,
s100,s272,20,
s252,s426,2,
s415,s843,6,
s791,s962,15,
s155,s847,9,
s269,s976,2,
s538,s268,20,
s608,s429,16,
s518,s272,20,
s86,s865,9,
s357,s220,5,
s316,s136,7,
s201,s654,9,
s895,s691,0,
s768,s139,16,
s676,s591,8,
s650,s713,15,
s545,s379,10,
s233,s871,3,
s1000,s737,16,
s724,s853,14,
s869,s122,15,
s424,s346,20,
s756,s969,19,
s759,s509,4,
s452,s410,8,
s298,s869,4,
s29,s635,14,
s835,s402,11,
s283,s319,2,
s873,s95,8,
s328,s435,8,
s507,s354,16,
s98,s537,14,
s116,s629,6,
s309,s25,1,
s999,s503,16,
s561,s215,5,
s322,s766,19,
s61,s377,5,
s59,s829,7,
s158,s454,20,
s921,s283,17,
s501,s830,1,
s11,s327,17,
s54,s815,14,
s661,s649,6,
s589,s950,14,
s760,s800,3,
s919,s391,9,
s187,s147,19,
s642,s41,18,
s301,s385,9,
s823,s360,8,
s621,s40,2,
s420,s738,15,
s547,s964,2,
s947,s29,16,
s152,s718,5,
s806,s808,16,
s123,s579,12,
s895,s868,5,
s201,s873,16,
s912,s758,17,
s954,s205,5,
s830,s349,6,
s878,s411,7,
s634,s958,18,
s599,s39,7,
s182,s39,10,
s800,s280,14,
s951,s891,4,
s793,s964,15,
s571,s490,6,
s541,s173,16,
s283,s653,20,
s941,s417,14,
s69,s999,0,
s163,s598,18,
s747,s8,18,
s347,s174,2,
s56,s404,8,
s361,s874,13,
s904,s165,2,
s544,s221,14,
s735,s469,18,
s71,s236,16,
s280,s73,12,
s623,s89,12,
s573,s885,20,
s213,s520,14,
s521,s788,16,
s569,s235,9,
s849,s771,18,
s344,s448,18,
s395,s825,18,
s405,s78,3,
s28,s368,4,
s369,s721,17,
s617,s156,9,
s921,s565,17,
s177,s716,11,
s208,s821,6,
s651,s521,9,
s318,s598,11,
s721,s385,16,
s429,s599,18,
s772,s712,17,
s619,s790,7,
s393,s648,4,
s111,s598,7,
s675,s199,20,
s368,s57,17,
s354,s1000,14,
s277,s87,13,
s871,s816,11,
s267,s699,8,
s748,s462,9,
s937,s522,13,
s700,s665,19,
s616,s744,3,
s454,s350,4,
s44,s584,8,
s949,s122,15,
s82,s117,4,
s573,s872,20,
s76,s647,1,
s790,s800,9,
s950,s17,8,
s592,s199,14,
s497,s131,8,
s215,s231,13,
s887,s948,17,
s14,s531,3,
s423,s43,2,
s574,s262,12,
s230,s210,7,
s756,s791,11,
s238,s532,9,
s401,s756,4,
s640,s51,6,
s485,s597,1,
s876,s764,10,
s815,s673,9,
s282,s235,19,
s599,s349,0,
s548,s326,11,
s827,s663,18,
s496,s809,10,
s183,s669,10,
s775,s646,13,
s532,s126,17,
s441,s991,16,
s826,s388,15,
s577,s169,0,
s828,s718,9,
s559,s629,16,
s544,s535,0,
s142,s28,0,
s451,s295,19,
s35,s641,3,
s246,s725,19,
s658,s591,2,
s839,s60,17,
s119,s944,12,
s8,s719,19,
s512,s612,10,
s483,s606,6,
s179,s450,9,
s784,s71,19,
s314,s960,2,
s545,s805,5,
s913,s77,15,
s990,s850,12,
s391,s942,2,
s605,s8,17,
s53,s520,7,
s820,s728,1,
s458,s652,0,
s447,s45,20,
s844,s651,14,
s886,s576,7,
s487,s260,8,
s933,s716,19,
s206,s1000,20,
s549,s394,2,
s287,s264,20,
s171,s629,4,
s183,s447,6,
s630,s685,20,
s236,s754,2,
s272,s890,19,
s79,s283,20,
s90,s192,20,
s137,s902,1,
s823,s895,20,
s187,s189,14,
s595,s140,18,
s104,s421,0,
s230,s837,18,
s995,s19,10,
s120,s78,1,
s886,s104,11,
s350,s862,20,
s666,s311,3,
s455,s995,17,
s244,s727,18,
s680,s498,0,
s301,s462,19,
s790,s125,15,
s323,s132,3,
s360,s967,14,
s443,s611,15,
s549,s515,0,
s930,s952,8,
s449,s167,15,
s564,s247,4,
s818,s941,0,
s532,s304,5,
s646,s115,11,
s748,s504,13,
s801,s205,12,
s754,s884,5,
s816,s893,20,
s399,s115,7,
s600,s538,18,
s496,s414,4,
s912,s771,18,
s7,s751,12,
s779,s494,3,
s267,s674,6,
s979,s399,1,
s985,s776,20,
s826,s624,9,
s663,s256,1,
s805,s699,16,
s295,s869,1,
s620,s845,15,
s246,s322,4,
s188,s921,17,
s175,s375,20,
