from,to,weight
9912182,9906182,3
9912182,9907209,1
9912182,9908076,4
9912182,9908104,1
9912182,9908116,3
9912182,9908186,1
9912182,9909001,3
9912182,9909048,1
9912182,9909053,3
9912182,9909058,4
9912182,9909076,3
9912182,9909134,1
9912182,9909199,1
9912182,9910081,4
9912182,9911234,4
9912182,9912125,4
9912186,9603133,1
9912186,9905012,4
9912186,9906064,3
9912186,9907209,2
9912186,9909199,1
9912186,9910093,1
9912186,9910132,2
9912186,9910219,3
9912193,9901103,1
9912193,9905012,3
9912193,9905210,1
9912193,9906064,2
9912193,9907080,3
9912193,9907209,3
9912193,9908076,4
9912193,9908104,4
9912193,9908186,4
9912193,9909001,1
9912193,9909048,3
9912193,9909053,2
9912193,9909076,4
9912193,9909103,4
9912193,9909127,3
9912193,9910132,4
9912193,9910219,2
9912230,9510017,3
9912230,9902055,3
9912230,9906064,1
9912230,9906204,4
9912230,9908076,2
9912230,9908104,1
9912230,9908116,3
9912230,9909048,3
9912230,9909058,4
9912230,9909076,3
9912230,9910093,2
9912230,9910219,3
9912230,9911237,4
9912230,9912125,3
9912232,9510017,1
9912232,9611213,2
9912232,9612128,3
9912232,9711200,3
9912232,9802109,1
9912232,9802150,2
9912232,9905210,3
9912232,9906064,3
9912232,9906182,2
9912232,9907209,3
9912232,9908076,3
9912232,9909001,4
9912232,9909058,1
9912232,9909134,3
9912232,9910093,1
9912232,9910132,2
9912232,9911218,4
9912232,9912001,3
9912233,9510209,3
9912233,9603142,4
9912233,9604090,2
9912233,9906064,4
9912233,9909058,1
9912233,9909130,3
9912233,9909205,1
9912233,9910093,1
9912233,9910149,2
9912233,9911043,1
9912233,9911055,3
9912233,9911165,1
9912233,9912001,2
9912233,9912118,1
9912287,9711200,2
9912287,9808032,1
9912287,9905012,3
9912287,9905111,1
9912287,9906064,3
9912287,9909053,2
9912287,9910093,3
9912287,9910149,2
9912287,9910219,3
9912287,9911055,4
9912287,9911165,2
9912287,9911181,3
9912287,9912001,2
9912287,9912118,4
9912287,9912233,3
1034,1004,2
1034,9702007,3
1034,9707073,4
9707073,9702007,2
1035,9404162,2
1035,9510106,1
1035,9604123,2
1035,9805028,2
1035,9902098,4
1035,9902099,2
1035,9907200,1
1035,9908041,4
1035,9910205,1
9510106,9403096,2
9510106,9404162,3
9510106,9410167,1
9510106,9503124,3
9510106,9504090,2
9510106,9505162,3
9604123,9404162,4
9604123,9503099,1
9604123,9510106,4
9805028,9711200,2
9805028,9802109,4
9805028,9802150,1
9902098,9302103,2
9902098,9309140,3
9902098,9404162,4
9902098,9503099,2
9902098,9503205,1
9902098,9510106,4
9902098,9511187,2
9902098,9604123,3
9902098,9711200,3
9902098,9712258,2
9902098,9805028,3
9902098,9806194,4
9902098,9808020,1
9902098,9808038,2
9902098,9809145,2
9902098,9809164,3
9902098,9812046,2
9902098,9812062,2
9902098,9902099,3
9902099,9404162,1
9902099,9503099,4
9902099,9604123,2
9902099,9902098,2
9907200,9404162,4
9907200,9510106,4
9907200,9604123,2
9907200,9805028,2
9907200,9806194,3
9907200,9808020,2
9907200,9808038,2
9907200,9809145,1
9907200,9809164,1
9907200,9812062,4
9907200,9902098,2
9907200,9902099,1
9908041,9404162,3
9908041,9510106,2
9908041,9604123,2
9908041,9805028,1
9908041,9809145,4
9908041,9809164,1
9908041,9812062,3
9908041,9902098,1
9908041,9907200,3
9910205,9604123,4
9910205,9902098,1
9910205,9908041,3
1036,9407087,4
1036,9408099,2
1036,9411047,4
1036,9411048,2
1036,9411149,1
1036,9503179,1
1036,9505006,2
1036,9505062,3
1036,9505075,3
1036,9505100,2
1036,9505150,1
1036,9511154,3
1036,9603002,4
1036,9603042,3
1036,9608129,3
9411047,9206084,1
9411048,9407087,1
9411149,9407087,1
9411149,9408074,1
9411149,9408099,4
9503179,9407087,1
9503179,9408074,4
9503179,9408099,2
9503179,9411048,3
9503179,9411057,1
9503179,9411149,4
9503179,9503121,3
9505006,9407087,4
9505006,9408099,1
9505006,9411149,2
9505062,9407087,3
9505062,9408099,1
9505062,9411048,2
9505062,9411057,2
9505062,9411149,2
9505062,9503163,1
9505062,9503179,1
9505075,9407087,2
9505075,9408099,2
9505075,9411048,1
9505075,9411057,2
9505075,9411149,1
9505075,9503163,2
9505075,9505035,2
9505075,9505062,4
9505100,9407087,3
9505100,9408099,1
9505100,9411048,4
9505100,9411057,1
9505100,9503121,2
9505100,9505075,2
9505150,9407087,4
9505150,9408099,2
9505150,9410167,1
9505150,9411048,3
9505150,9411057,1
9505150,9502072,4
9505150,9503124,2
9505150,9503163,1
9505150,9504090,3
9505150,9504102,2
9505150,9505062,2
9505150,9505075,4
9505150,9505100,1
9505150,9505105,3
9511154,9407087,1
9511154,9408099,4
9511154,9411149,2
9511154,9503121,4
9511154,9505062,3
9511154,9505100,3
9511154,9510101,3
9603002,9407087,3
9603002,9408099,2
9603002,9411048,3
9603002,9411057,2
9603002,9411149,2
9603002,9504102,1
9603002,9505062,1
9603002,9505075,1
9603002,9505100,1
9603002,9505150,1
9603002,9507008,1
9603002,9509176,2
9603002,9511154,4
9603042,9407087,2
9603042,9408074,3
9603042,9408099,3
9603042,9411048,2
9603042,9411057,3
9603042,9411149,3
9603042,9503121,4
9603042,9503163,3
9603042,9504090,4
9603042,9504145,4
9603042,9505062,2
9603042,9505075,1
9603042,9505100,2
9603042,9507158,3
9603042,9511154,1
9608129,9407087,4
9608129,9411149,3
9608129,9503179,2
9608129,9505006,4
9608129,9505062,1
9608129,9511154,2
9608129,9603002,4
9608129,9603042,1
1037,9504090,2
1037,9506014,2
1037,9507158,2
1037,9510227,1
1037,9511222,1
1037,9606112,4
1037,9607229,2
1037,9612181,2
1037,9712186,3
1037,9808080,4
1037,9902120,1
1037,9903031,2
1037,9906200,4
1037,9907131,2
1037,9908036,4
1037,9910170,2
1037,9910172,4
1037,9912147,2
1037,9912151,4
1037,9912188,2
9506014,9311183,1
9506014,9503207,4
9511222,9407031,3
9511222,9408074,2
9511222,9503124,3
9511222,9504090,1
9511222,9507158,4
9511222,9508143,2
9511222,9510017,1
9511222,9510135,2
9511222,9510225,3
9511222,9511164,3
9607229,9210127,1
9607229,9311183,4
9607229,9503124,1
9607229,9503207,1
9607229,9505105,3
9607229,9505162,3
9607229,9506014,1
9607229,9507050,1
9607229,9508155,3
9607229,9510169,1
9607229,9510173,1
9607229,9511030,2
9607229,9512081,4
9607229,9601038,4
9607229,9602022,4
9607229,9602114,2
9607229,9603003,1
9607229,9603097,4
9607229,9603161,3
9607229,9604129,3
9607229,9604178,1
9607229,9605184,3
9607229,9606044,3
9607229,9606169,2
9808080,9407031,4
9808080,9504090,1
9808080,9507158,1
9808080,9510017,2
9808080,9603097,2
9808080,9606112,1
9808080,9607229,3
9808080,9701093,1
9808080,9707222,2
9808080,9712186,3
9808080,9712257,1
9808080,9804123,4
9902120,9507158,3
9902120,9511043,4
9902120,9602136,4
9902120,9603097,3
9902120,9606112,1
9902120,9607229,1
9902120,9611050,3
9902120,9701137,4
9902120,9701190,3
9902120,9707068,3
9902120,9712186,4
9902120,9712257,3
9902120,9802088,3
9902120,9806131,3
9902120,9808080,1
9902120,9811237,3
9903031,9403123,3
9903031,9409188,3
9903031,9503208,1
9903031,9510017,2
9903031,9603167,1
9903031,9606112,3
9903031,9610236,3
9903031,9711124,4
9903031,9712230,4
9903031,9807235,2
9903031,9810188,3
9907131,9506122,2
9907131,9507158,1
9907131,9510017,4
9907131,9510225,2
9907131,9511222,2
9907131,9601078,2
9907131,9606112,4
9907131,9607229,1
9907131,9708166,3
9907131,9712186,4
9907131,9808080,1
9907131,9811237,3
9907131,9906200,4
9910172,9403187,2
9910172,9407031,3
9910172,9507158,3
9910172,9512077,1
9910172,9605033,1
9910172,9606040,1
9910172,9606112,2
9910172,9609017,1
9910172,9610236,2
9910172,9710206,2
9910172,9710230,1
9910172,9712186,4
9910172,9804131,4
9910172,9810188,3
9910172,9902120,1
9910172,9903031,3
9910172,9906200,2
9910172,9906242,2
9910172,9907013,4
9910172,9908135,1
9912147,9308083,2
9912147,9506112,3
9912147,9508155,4
9912147,9510234,3
9912147,9605033,4
9912147,9606112,4
9912147,9609017,1
9912147,9712186,4
9912147,9712257,3
9912147,9804131,1
9912147,9808080,4
9912147,9902120,2
9912147,9906200,1
9912147,9906242,3
9912147,9907131,3
9912147,9910170,2
9912147,9910172,4
9912151,9308083,4
9912151,9411149,4
9912151,9507158,2
9912151,9511222,4
9912151,9601108,1
9912151,9604030,1
9912151,9605036,1
9912151,9606040,2
9912151,9606112,3
9912151,9608024,1
9912151,9608194,3
9912151,9609017,1
9912151,9706109,1
9912151,9804131,2
9912151,9906200,4
9912151,9907013,1
9912151,9908135,1
9912188,9308083,3
9912188,9308122,3
9912188,9406055,2
9912188,9507158,2
9912188,9510227,3
9912188,9601108,1
9912188,9606040,1
9912188,9606112,4
9912188,9609017,1
9912188,9610236,1
9912188,9611050,4
9912188,9612181,1
9912188,9712186,4
9912188,9804131,4
9912188,9808080,2
9912188,9902120,2
9912188,9903031,3
9912188,9906200,4
9912188,9907013,1
9912188,9907131,2
9912188,9908135,4
9912188,9910170,3
9912188,9910172,2
9912188,9912147,2
9912188,9912151,4
1038,9511055,2
1038,9704160,1
9704160,9511055,3
1039,9506042,1
1039,9906169,2
9906169,9701018,4
9906169,9706129,2
9906169,9708163,4
9906169,9710048,4
9906169,9806168,4
1041,9307010,4
1041,9308075,3
1041,9410191,2
1041,9411068,3
1041,9604089,3
1041,9605009,2
1041,9608125,1
1041,9610234,4
1041,9703040,1
1041,9704108,1
1041,9708005,4
1041,9708042,1
1041,9711200,3
1041,9802109,3
1041,9802150,2
1041,9803051,3
1041,9803053,2
1041,9803068,1
1041,9803077,2
1041,9804083,4
1041,9805156,3
1041,9806016,4
1041,9806087,2
1041,9808060,2
1041,9808162,4
1041,9810256,1
1041,9812218,4
1041,9901021,2
1041,9901121,4
1041,9902153,2
1041,9903161,4
1041,9905005,3
1041,9905075,1
1041,9905163,2
1041,9907047,2
1041,9908014,2
1041,9908107,2
1041,9909094,2
1041,9909179,1
1041,9910192,2
1041,9910267,4
1041,9911109,1
1041,9911129,2
1041,9911135,4
1041,9911238,1
9308075,9203071,1
9308075,9205015,2
9410191,9205015,4
9604089,9507121,4
9604089,9510017,3
9604089,9510135,2
9604089,9602022,1
9604089,9602135,2
9604089,9604055,1
9605009,9307010,2
9605009,9308075,3
9605009,9411149,2
9605009,9503121,4
9605009,9505062,4
9605009,9509140,4
9605009,9511154,4
9605009,9603002,3
9608125,9307010,4
9608125,9411149,1
9608125,9503121,3
9608125,9607060,4
9610234,9510209,2
9610234,9512059,4
9610234,9512062,4
9610234,9603142,4
9610234,9604030,1
9610234,9609122,2
9703040,9504081,4
9703040,9510017,1
9703040,9510135,3
9703040,9512077,1
9703040,9602135,3
9703040,9604089,2
9703040,9604198,1
9703040,9608127,2
9703040,9609212,3
9703040,9610148,1
9703040,9611159,2
9703040,9611173,2
9703040,9701149,3
9703040,9701166,4
9703040,9702076,1
9703040,9703031,3
9704108,9307010,3
9704108,9605009,2
9708005,9510017,1
9708005,9511030,3
9708005,9602135,2
9708005,9602136,1
9708005,9603090,4
9708005,9604035,3
9708005,9604089,2
9708005,9605009,2
9708005,9608125,3
9708005,9702076,2
9708005,9703040,2
9708005,9704018,2
9708005,9704195,1
9708005,9705221,3
9708042,9411149,4
9708042,9503121,4
9708042,9608125,3
9803051,9602135,2
9803051,9610043,3
9803051,9702076,1
9803051,9703031,4
9803051,9703040,1
9803051,9708005,3
9803051,9711002,3
9803051,9711200,1
9803051,9712074,4
9803051,9712117,4
9803051,9802042,2
9803051,9802109,3
9803051,9802150,2
9803051,9802183,4
9803051,9802198,2
9803051,9803001,2
9803051,9803002,2
9803051,9803015,3
9803053,9711020,1
9803053,9711161,3
9803053,9712074,1
9803053,9712117,3
9803053,9802109,4
9803053,9802150,3
9803068,9507121,1
9803068,9512059,4
9803068,9610043,1
9803068,9704089,4
9803068,9711200,2
9803068,9712074,3
9803068,9712117,1
9803068,9802042,2
9803068,9802109,2
9803068,9802150,2
9803068,9803051,3
9803068,9803053,3
9803077,9702076,4
9803077,9703040,2
9803077,9708005,2
9803077,9711002,1
9803077,9711200,3
9803077,9802042,3
9803077,9802109,3
9803077,9802150,4
9803077,9802183,2
9803077,9802198,1
9803077,9803001,2
9803077,9803002,3
9803077,9803015,2
9803077,9803051,1
9803077,9803053,4
9804083,9308075,2
9804083,9605009,3
9804083,9702076,4
9804083,9703031,2
9804083,9708005,1
9804083,9709087,1
9804083,9711002,2
9804083,9711200,4
9804083,9802109,3
9804083,9802150,2
9804083,9804058,3
9805156,9510017,1
9805156,9510135,2
9805156,9512081,4
9805156,9602135,3
9805156,9604089,2
9805156,9701093,1
9805156,9702076,4
9805156,9703031,4
9805156,9703040,1
9805156,9704145,4
9805156,9706175,3
9805156,9707134,3
9805156,9708005,1
9805156,9711002,2
9805156,9711200,1
9805156,9802109,2
9805156,9802150,4
9805156,9803131,3
9805156,9805028,1
9806016,9610234,3
9806016,9701166,4
9808060,9604089,4
9808060,9610234,4
9808060,9704145,2
9808060,9706175,4
9808060,9708005,1
9808060,9708042,1
9808060,9711053,4
9808060,9711200,2
9808060,9802109,3
9808060,9802150,1
9808060,9803205,3
9808060,9804058,1
9808060,9806087,3
9808162,9509140,3
9808162,9607060,2
9808162,9611074,1
9808162,9611075,1
9808162,9711200,4
9808162,9803171,2
9808162,9804058,4
9808162,9806074,1
9808162,9807098,1
9808162,9808006,3
9810256,9308075,3
9812218,9503124,4
9812218,9606033,3
9812218,9610043,2
9812218,9610236,1
9812218,9611050,1
9812218,9612115,4
9812218,9706072,4
9812218,9711200,3
9812218,9712117,1
9812218,9802068,4
9812218,9802109,1
9812218,9802150,3
9812218,9803051,2
9812218,9803053,3
9812218,9803068,2
9812218,9804058,2
9812218,9805069,1
9812218,9805114,1
9812218,9805171,1
9812218,9808017,1
9812218,9809022,1
9901021,9711200,1
9901021,9802109,1
9901021,9803001,2
9901021,9803002,2
9901021,9805114,3
9901021,9806087,3
9901021,9809188,3
9901121,9307010,2
9901121,9512059,3
9901121,9605009,1
9901121,9711161,1
9901121,9711200,4
9901121,9802109,2
9901121,9802150,1
9901121,9804058,1
9901121,9804083,1
9901121,9806074,1
9901121,9807097,1
9901121,9807098,4
9901121,9808006,3
9901121,9808162,2
9901121,9809179,1
9902153,9507121,2
9902153,9512059,4
9902153,9610043,3
9902153,9704018,2
9902153,9704089,3
9902153,9705221,3
9902153,9706109,2
9902153,9710065,1
9902153,9711200,1
9902153,9712117,1
9902153,9802109,2
9902153,9802150,2
9902153,9803002,2
9902153,9803051,2
9902153,9803053,3
9902153,9803068,2
9902153,9803077,1
9902153,9804058,3
9902153,9804083,4
9902153,9805129,2
9902153,9809188,3
9902153,9812218,2
9902153,9901021,4
9902153,9903161,4
9902153,9907047,3
9903161,9711200,2
9903161,9802109,1
9903161,9802150,3
9903161,9803051,4
9903161,9803053,1
9903161,9803068,4
9903161,9803077,4
9903161,9806074,4
9903161,9807097,3
9903161,9808006,3
9903161,9902153,1
9905005,9411068,2
9905005,9411149,4
9905005,9708042,1
9905005,9810256,4
9905075,9711200,4
9905075,9802109,1
9905075,9802150,4
9905075,9803205,2
9905075,9804058,3
9905075,9804083,3
9905075,9806074,3
9905075,9807097,4
9905075,9808006,1
9905075,9808060,2
9905075,9809179,4
9905075,9902153,4
9905075,9903196,4
9905163,9604089,3
9905163,9610234,2
9905163,9708005,2
9905163,9806087,3
9905163,9901021,2
9907047,9702076,4
9907047,9708005,2
9907047,9711200,3
9907047,9712117,1
9907047,9802109,1
9907047,9802150,4
9907047,9803051,3
9907047,9803053,2
9907047,9803077,2
9907047,9804058,3
9907047,9806074,4
9907047,9902131,3
9907047,9902153,1
9907047,9903161,2
9907047,9905075,2
9907047,9905111,2
9908014,9411068,4
9908014,9705104,2
9908014,9806087,4
9908014,9905005,4
9908107,9610234,1
9908107,9806016,3
9908107,9905163,1
9909094,9506035,3
9909094,9512059,3
9909094,9604089,3
9909094,9610234,1
9909094,9701149,2
9909094,9701166,3
9909094,9704089,1
9909094,9705221,3
9909094,9708005,3
9909094,9710065,4
9909094,9806087,4
9909179,9711200,3
9909179,9802109,1
9909179,9802150,2
9909179,9804058,3
9909179,9806074,4
9909179,9808162,1
9909179,9902153,2
9909179,9903161,2
9909179,9903196,3
9909179,9905111,4
9909179,9907047,2
9909179,9907085,2
9909179,9908160,2
9910192,9711200,4
9910192,9802109,2
9910192,9802150,2
9910192,9804083,1
9910192,9905075,3
9910192,9905111,4
9910267,9802150,1
9910267,9806087,2
9910267,9905111,1
9910267,9910023,1
9911109,9604089,3
9911109,9701149,2
9911109,9701166,2
9911109,9708005,2
9911109,9806087,4
9911109,9906103,1
9911109,9909094,4
9911129,1041,2
9911129,9605009,3
9911129,9910267,1
9911135,9307010,3
9911135,9507121,3
9911135,9512059,4
9911135,9602135,3
9911135,9603003,4
9911135,9604089,2
9911135,9605009,3
9911135,9702076,1
9911135,9703040,1
9911135,9708005,2
9911135,9711200,2
9911135,9712117,2
9911135,9802109,3
9911135,9802150,1
9911135,9803051,1
9911135,9803053,3
9911135,9803068,3
9911135,9803077,3
9911135,9803108,2
9911135,9804083,1
9911135,9805156,2
9911135,9806074,2
9911135,9806087,1
9911135,9808060,3
9911135,9812218,1
9911135,9901021,3
9911135,9901121,3
9911135,9902153,3
9911135,9903230,3
9911135,9905075,1
9911135,9905111,4
9911135,9905163,2
9911135,9907047,2
9911135,9909094,2
9911135,9909179,1
9911135,9910192,3
9911135,9911109,4
9911238,9711200,3
9911238,9802109,4
9911238,9802150,4
9911238,9803205,1
9911238,9804058,1
9911238,9804083,2
9911238,9806074,1
9911238,9808006,1
9911238,9808060,4
9911238,9809179,3
9911238,9901121,2
9911238,9902153,4
9911238,9903161,2
9911238,9903196,3
9911238,9903214,2
9911238,9905075,2
9911238,9905111,3
9911238,9907047,1
9911238,9909179,2
1042,9401153,3
1042,9407056,3
1042,9707028,3
1042,9710175,4
1042,9710233,2
1042,9712188,2
1042,9804136,4
1042,9809022,1
1042,9904029,1
1042,9908161,4
9407056,9401153,3
9707028,9401153,3
9710175,9401153,1
9710175,9707028,3
9710233,9407056,4
9712188,9401153,3
9712188,9707028,1
9712188,9710175,2
9804136,9401153,4
9804136,9407056,4
9804136,9712188,4
9809022,9503124,3
9809022,9604089,3
9809022,9608024,1
9809022,9711200,2
9809022,9802042,2
9809022,9802109,3
9809022,9802150,4
9809022,9803002,4
9809022,9805114,4
9809022,9806217,1
9809022,9807033,2
9809022,9807226,4
9809022,9808017,1
9809022,9808149,3
9904029,9401153,3
9904029,9407056,4
9904029,9707028,4
9904029,9710175,2
9904029,9710233,1
9904029,9712188,1
9904029,9804136,4
9908161,9401153,4
9908161,9407056,4
9908161,9712188,1
9908161,9804136,3
1044,9806155,1
1044,9807235,2
1044,9808141,1
1044,9810188,3
1044,9812135,3
1044,9901159,3
1044,9902105,2
1044,9903031,4
1044,9903123,4
1044,9904207,2
1044,9905159,1
1044,9907164,1
1044,9908126,1
1044,9911116,2
1044,9912249,4
1044,9912275,3
9806155,9510135,3
9806155,9701137,3
9806155,9803194,4
9806155,9805019,2
9807235,9409188,2
9807235,9601038,3
9807235,9603167,2
9807235,9606165,2
9807235,9608024,3
9807235,9610140,3
9807235,9612126,4
9807235,9704151,4
9807235,9707012,2
9807235,9707019,2
9807235,9711124,1
9807235,9711131,2
9807235,9711162,3
9807235,9711165,4
9807235,9712230,3
9807235,9801147,2
9807235,9802183,2
9807235,9803015,3
9807235,9803076,1
9807235,9803249,3
9807235,9806052,2
9808141,9503124,3
9808141,9510169,3
9808141,9510227,4
9808141,9511030,4
9808141,9511194,4
9808141,9512077,2
9808141,9601038,1
9808141,9701137,1
9808141,9704006,3
9808141,9707160,4
9808141,9803194,1
9808141,9805019,3
9808141,9805170,4
9808141,9806155,2
9812135,9511194,3
9812135,9511222,3
9812135,9512059,2
9812135,9512077,4
9812135,9603167,2
9812135,9605033,1
9812135,9608024,3
9812135,9610043,3
9812135,9704006,4
9812135,9706072,3
9812135,9710206,3
9812135,9710230,1
9812135,9712130,3
9812135,9803194,4
9812135,9805019,4
9812135,9805170,2
9812135,9806155,4
9812135,9808141,2
9812135,9809111,3
9812135,9810188,2
9812135,9812031,1
9901159,9510017,1
9901159,9511194,1
9901159,9605033,3
9901159,9610234,4
9901159,9805019,1
9901159,9805170,3
9901159,9808141,1
9901159,9810188,2
9901159,9812135,3
9901159,9812226,4
9901159,9901042,1
9902105,9602052,3
9902105,9611050,3
9902105,9701137,1
9902105,9805019,1
9902105,9805170,1
9902105,9806155,2
9902105,9808141,4
9902105,9809111,2
9902105,9810188,3
9902105,9811237,4
9902105,9812031,3
9902105,9812135,3
9902105,9901014,3
9902105,9901042,1
9902105,9901159,2
9903123,9510169,4
9903123,9510173,1
9903123,9511194,4
9903123,9512081,4
9903123,9601038,1
9903123,9611050,3
9903123,9701190,1
9903123,9707068,1
9903123,9707126,2
9903123,9709058,4
9903123,9802088,4
9903123,9803194,2
9903123,9805019,2
9903123,9805091,3
9903123,9805170,4
9903123,9806155,1
9903123,9808141,3
9903123,9809111,3
9903123,9810188,1
9903123,9812031,2
9903123,9812135,4
9903123,9901014,4
9903123,9901042,1
9903123,9901159,1
9903123,9902160,4
9903123,9905006,3
9904207,9407031,3
9904207,9503124,3
9904207,9507012,1
9904207,9507158,1
9904207,9510169,1
9904207,9510227,4
9904207,9511194,1
9904207,9512059,1
9904207,9512062,1
9904207,9601038,2
9904207,9602052,1
9904207,9603167,4
9904207,9605150,3
9904207,9606112,1
9904207,9607163,1
9904207,9611050,4
9904207,9701137,2
9904207,9704006,1
9904207,9707068,2
9904207,9708166,4
9904207,9712028,3
9904207,9712186,1
9904207,9712257,3
9904207,9802088,1
9904207,9803194,3
9904207,9805019,4
9904207,9805091,3
9904207,9805170,1
9904207,9806155,4
9904207,9808080,4
9904207,9808141,1
9904207,9809111,3
9904207,9810188,4
9904207,9811237,1
9904207,9812031,4
9904207,9812135,4
9904207,9812226,1
9904207,9901014,4
9904207,9901042,2
9904207,9901159,1
9904207,9902105,3
9904207,9902160,1
9904207,9903123,3
9905159,9510169,2
9905159,9601038,3
9905159,9810188,1
9905159,9904207,4
9908126,9503124,4
9908126,9507012,1
9908126,9603167,4
9908126,9612126,1
9908126,9701137,4
9908126,9707148,1
9908126,9707160,1
9908126,9712230,4
9908126,9803194,4
9908126,9805019,4
9908126,9806155,4
9908126,9808141,3
9908126,9809111,2
9908126,9810188,4
9908126,9812031,4
9908126,9901014,1
9908126,9901042,1
9908126,9902160,3
9908126,9904207,2
9908126,9905006,4
9908126,9906055,4
9908126,9906109,4
9908126,9906234,1
9908126,9908060,3
9911116,9511194,4
9911116,9805019,1
9911116,9805170,4
9911116,9806155,1
9911116,9808141,1
9911116,9809111,4
9911116,9810188,4
9911116,9811237,2
9911116,9812031,3
9911116,9812135,3
9911116,9901159,4
9911116,9902105,2
9911116,9908142,1
9911116,9909062,2
9912249,9206084,4
9912249,9605088,3
9912249,9705038,3
9912249,9805019,2
9912249,9805170,2
9912249,9808141,3
9912249,9810188,1
9912249,9811237,2
9912249,9812031,3
9912249,9901159,1
9912249,9902105,3
9912249,9909062,3
9912249,9911116,1
9912275,9412184,3
9912275,9508143,3
9912275,9510017,1
9912275,9510169,1
9912275,9511043,4
9912275,9601003,4
9912275,9602052,2
9912275,9608024,2
9912275,9611050,4
9912275,9701190,4
9912275,9803116,3
9912275,9803194,3
9912275,9805019,4
9912275,9805170,3
9912275,9808141,1
9912275,9809111,2
9912275,9812031,1
9912275,9903123,4
9912275,9904207,1
9912275,9905006,3
9912275,9905014,2
9912275,9908144,1
9912275,9912161,4
1045,9912102,1
1045,9912291,1
9912291,1045,4
9912291,9908149,1
9912291,9912102,3
1046,9705156,2
1046,9807052,2
1046,9904202,4
1046,9906080,1
1046,9907081,4
9705156,9703150,1
9807052,9705156,4
9906080,9708147,1
9906080,9711097,3
9907081,9705156,2
9907081,9807052,4
9907081,9904202,1
1047,9411021,1
1047,9411025,3
1047,9610043,3
1047,9612115,4
1047,9711200,4
1047,9903030,2
1047,9904191,1
1047,9908141,4
9411025,9411021,3
9903030,9510017,4
9903030,9608024,1
9903030,9610043,4
9904191,9711200,3
9904191,9802109,3
9904191,9802150,2
9904191,9803001,1
9904191,9803002,2
9904191,9803131,2
9904191,9803137,1
9904191,9804058,3
9904191,9805114,1
9904191,9809188,2
9904191,9901021,1
9904191,9903042,4
9904191,9904147,4
1048,9705006,2
1048,9707128,1
1048,9809019,1
9809019,9705006,1
9809019,9707128,3
1049,3022,3
1049,9510169,4
1049,9511043,4
1049,9601143,1
1049,9608127,2
1049,9611050,3
1049,9701190,4
1049,9707068,4
1049,9709062,2
1049,9802088,1
1049,9803194,1
1049,9805019,3
1049,9805091,2
1049,9806155,2
1049,9808141,3
1049,9809111,1
1049,9810188,2
1049,9812031,2
1049,9901014,4
1049,9903123,3
1049,9904201,2
1049,9905006,1
1049,9908060,3
1049,9908144,1
1049,9910109,2
1049,9912079,1
1049,9912161,2
1049,9912275,3
3022,1049,4
3022,1143,4
3022,9611050,1
3022,9701190,1
3022,9707068,2
3022,9802088,3
3022,9803194,1
3022,9805019,1
3022,9805091,1
3022,9806155,2
3022,9808141,2
3022,9809111,4
3022,9810188,3
3022,9812135,3
3022,9901014,4
3022,9901042,2
3022,9903123,1
3022,9904201,2
3022,9905006,1
3022,9908060,4
3022,9908126,4
3022,9908144,4
3022,9910109,3
3022,9912161,3
3022,9912275,1
9511043,9209032,2
9511043,9407031,3
9511043,9410167,1
9511043,9501030,4
9511043,9503030,2
9511043,9503124,4
9511043,9504090,3
9511043,9509067,4
9511043,9510017,1
9511043,9510135,1
9608127,9510017,4
9608127,9511030,4
9608127,9511043,1
9608127,9512077,2
9608127,9602052,1
9608127,9603127,4
9608127,9604198,4
9608127,9608024,4
9608127,9608053,1
9611050,9407031,2
9611050,9408074,4
9611050,9410167,1
9611050,9501068,2
9611050,9503124,3
9611050,9504027,4
9611050,9504090,4
9611050,9508143,4
9611050,9510017,2
9611050,9510135,4
9611050,9510169,1
9611050,9510209,1
9611050,9510227,3
9611050,9511030,2
9611050,9511043,2
9611050,9511194,1
9611050,9511222,3
9611050,9512059,4
9611050,9512062,2
9611050,9512077,3
9611050,9601003,3
9611050,9601038,3
9611050,9601150,1
9611050,9602052,3
9611050,9603127,3
9611050,9603167,2
9611050,9604119,1
9611050,9604198,1
9611050,9605033,4
9611050,9606040,4
9611050,9606112,4
9611050,9606139,4
9611050,9606165,4
9611050,9608024,1
9611050,9610043,1
9611050,9610140,2
9701190,9510017,4
9701190,9511194,1
9701190,9601003,4
9701190,9602052,4
9701190,9611050,1
9707068,9412184,2
9707068,9510017,4
9707068,9511043,1
9707068,9601003,2
9707068,9602052,3
9707068,9611050,3
9707068,9611174,1
9707068,9701190,1
9709062,9401139,3
9709062,9407087,4
9709062,9408099,1
9709062,9410167,3
9709062,9501020,4
9709062,9503124,4
9709062,9505105,2
9709062,9505162,4
9709062,9506112,2
9709062,9507121,3
9709062,9508143,3
9709062,9508155,2
9709062,9510017,3
9709062,9510169,2
9709062,9510173,2
9709062,9511030,2
9709062,9511043,1
9709062,9511080,4
9709062,9512081,2
9709062,9602022,1
9709062,9602045,3
9709062,9602114,1
9709062,9603142,1
9709062,9603161,4
9709062,9605033,1
9709062,9607201,3
9709062,9608024,2
9709062,9610043,1
9709062,9610237,2
9709062,9611050,3
9709062,9611137,4
9709062,9611190,1
9709062,9611205,4
9709062,9701019,4
9709062,9701093,4
9709062,9703030,1
9709062,9706175,2
9709062,9707018,2
9709062,9707126,2
