from,to,weight,type
s1265,s2576,4,
s2478,s864,15,
s3879,s3111,13,
s2229,s3328,14,
s3723,s3309,1,
s2192,s743,5,
s3114,s1016,11,
s682,s407,7,
s2938,s3632,14,
s12,s1060,6,
s497,s369,0,
s839,s1528,4,
s5,s1229,16,
s2597,s1605,3,
s1476,s3169,3,
s3217,s3620,13,
s196,s141,9,
s1707,s3047,14,
s3051,s1521,10,
s2265,s81,6,
s2853,s3969,0,
s1697,s196,10,
s3591,s2818,14,
s1862,s2495,15,
s2841,s1355,7,
s1940,s2613,3,
s230,s621,6,
s2635,s3211,14,
s3088,s1265,7,
s604,s1979,2,
s3416,s3807,0,
s2126,s2183,12,
s391,s1096,9,
s1017,s2784,5,
s1031,s3895,6,
s1274,s2034,9,
s1803,s2561,16,
s3636,s1123,14,
s139,s1479,9,
s618,s1579,14,
s3070,s2267,8,
s2008,s633,12,
s1666,s3756,7,
s3642,s3240,16,
s1214,s2604,3,
s2068,s3223,14,
s2661,s243,8,
s1844,s1933,10,
s686,s309,10,
s3031,s3125,15,
s2976,s465,16,
s188,s1056,1,
s1749,s2665,2,
s3215,s1941,9,
s3169,s1158,15,
s3041,s545,1,
s3242,s2113,16,
s3879,s2026,16,
s2809,s3094,4,
s2536,s382,6,
s2266,s1672,14,
s2660,s124,15,
s2281,s3885,3,
s863,s2284,11,
s3400,s711,2,
s899,s3856,1,
s1787,s1750,1,
s1283,s1241,4,
s892,s3700,13,
s1850,s1100,7,
s25,s3391,15,
s2390,s3973,11,
s735,s3587,2,
s1393,s2497,11,
s3778,s788,4,
s105,s409,2,
s2347,s2385,8,
s2116,s266,14,
s3584,s3325,3,
s1225,s2360,7,
s2537,s3537,13,
s3487,s601,9,
s863,s2077,9,
s2834,s2394,12,
s2522,s926,8,
s2653,s3802,1,
s3871,s3505,16,
s2805,s3391,13,
s2975,s1316,12,
s710,s759,16,
s2162,s2763,13,
s3343,s2215,3,
s1884,s1523,12,
s2476,s1731,5,
s2345,s1169,12,
s432,s1608,6,
s1792,s2920,4,
s2025,s3483,11,
s368,s2462,7,
s620,s416,6,
s2825,s962,8,
s928,s3790,7,
s1410,s2684,5,
s1226,s2706,1,
s2923,s294,6,
s2261,s1254,16,
s862,s3492,15,
s334,s2198,6,
s2839,s1336,16,
s1075,s200,13,
s3424,s3995,6,
s3725,s3440,4,
s416,s383,9,
s1633,s510,9,
s372,s2897,13,
s2965,s2410,16,
s3489,s2939,14,
s745,s2973,5,
s2382,s3840,16,
s1663,s3589,2,
s1828,s1391,4,
s3054,s40,8,
s3100,s742,14,
s3066,s498,16,
s1348,s3213,13,
s1456,s2267,6,
s3524,s1896,3,
s3645,s3143,7,
s3131,s2889,7,
s646,s877,8,
s3601,s173,6,
s1521,s85,2,
s3038,s358,11,
s2496,s277,12,
s2960,s3867,9,
s2305,s126,15,
s2668,s2752,0,
s3552,s3862,11,
s3618,s1113,9,
s1415,s2411,4,
s302,s3484,7,
s2491,s2046,1,
s337,s2921,15,
s220,s3778,13,
s3329,s2298,1,
s3673,s464,2,
s2157,s1097,4,
s2403,s2750,6,
s3159,s1822,14,
s3597,s3498,10,
s664,s3918,5,
s731,s1633,16,
s3108,s701,0,
s570,s1130,7,
s1412,s452,7,
s1031,s3660,3,
s3646,s1042,9,
s1644,s530,3,
s1766,s3278,15,
s1764,s3222,16,
s3268,s3686,16,
s2295,s658,11,
s2891,s3645,8,
s3119,s739,14,
s2855,s733,2,
s2839,s781,11,
s1425,s1272,8,
s3640,s3028,6,
s2511,s3467,1,
s1260,s2876,13,
s1081,s3663,7,
s2191,s2947,3,
s1917,s1786,13,
s1081,s2392,5,
s2815,s2437,13,
s3409,s2042,15,
s310,s1279,7,
s3201,s2972,0,
s3251,s3617,11,
s1623,s1985,4,
s1800,s512,10,
s1670,s2255,6,
s2250,s3191,12,
s3972,s1564,7,
s2125,s2700,12,
s2662,s711,10,
s3477,s66,8,
s273,s1439,13,
s500,s3744,8,
s1563,s1362,6,
s2139,s3837,16,
s3839,s2689,11,
s2824,s345,0,
s2519,s151,2,
s2698,s2924,12,
s1568,s2677,15,
s2001,s451,16,
s3681,s2529,13,
s1360,s2541,13,
s3754,s224,7,
s1055,s1700,13,
s760,s485,0,
s1391,s163,13,
s2178,s1836,13,
s654,s3246,12,
s1002,s3777,8,
s1910,s3784,6,
s105,s3779,1,
s780,s776,15,
s663,s1613,11,
s1461,s1013,1,
s2381,s1118,11,
s2782,s2560,16,
s3152,s2614,1,
s1648,s1592,5,
s3031,s388,8,
s1897,s663,11,
s975,s2509,11,
s1372,s858,6,
s3860,s1944,10,
s20,s2865,13,
s891,s776,15,
s3503,s2356,3,
s2731,s2451,13,
s467,s63,11,
s3490,s2791,12,
s1081,s1268,11,
s1474,s3065,9,
s199,s595,6,
s2586,s1343,15,
s3288,s440,6,
s1621,s3919,11,
s1514,s3336,8,
s2365,s2299,3,
s3825,s463,5,
s892,s145,14,
s15,s3923,10,
s2760,s3270,4,
s2147,s400,5,
s3263,s1833,10,
s175,s1235,7,
s1175,s399,1,
s1501,s1952,0,
s3170,s2211,4,
s1991,s2392,9,
s1095,s3372,2,
s3862,s1837,9,
s2703,s2021,13,
s3141,s1818,16,
s3025,s1288,6,
s2788,s105,14,
s237,s324,9,
s74,s3170,13,
s487,s3999,9,
s2734,s140,6,
s3235,s1945,8,
s1873,s2677,6,
s2773,s1710,7,
s3685,s2290,10,
s400,s3674,7,
s406,s2378,2,
s2078,s273,16,
s1303,s661,15,
s2803,s844,4,
s538,s1586,13,
s1241,s1580,6,
s395,s3183,3,
s1529,s3134,8,
s3116,s1991,0,
s3856,s2004,3,
s2832,s1624,8,
s177,s2297,1,
s714,s538,0,
s2428,s3470,7,
s2007,s3904,3,
s2640,s2203,7,
s1006,s1477,2,
s1543,s1821,15,
s1385,s3888,0,
s3466,s2090,16,
s1484,s1650,14,
s934,s2594,9,
s1146,s11,14,
s3670,s2637,6,
s3104,s782,13,
s2202,s2981,12,
s900,s2499,8,
s996,s3646,9,
s1005,s566,12,
s1835,s2009,10,
s2969,s3202,15,
s3622,s324,4,
s1960,s836,4,
s1673,s3011,16,
s3224,s895,2,
s3264,s2149,0,
s92,s2718,15,
s552,s1699,10,
s712,s1697,7,
s2710,s2751,7,
s1711,s3843,5,
s2878,s1364,16,
s3466,s3869,9,
s2297,s1695,8,
s1803,s1083,11,
s130,s2679,8,
s3248,s3471,7,
s3157,s914,10,
s3999,s1026,4,
s2828,s917,11,
s1651,s3520,13,
s3586,s224,8,
s12,s2297,5,
s3309,s2665,16,
s1706,s1179,9,
s1485,s3937,1,
s3844,s754,6,
s626,s2116,3,
s1566,s1428,14,
s842,s1775,8,
s372,s2494,16,
s2849,s2034,8,
s3233,s1376,4,
s2208,s291,15,
s3947,s2492,6,
s983,s2595,15,
s1607,s146,13,
s89,s1507,7,
s3836,s1800,1,
s3429,s3373,2,
s1013,s928,14,
s1166,s832,2,
s390,s1446,2,
s46,s2741,11,
s1661,s3386,0,
s3443,s1478,4,
s1916,s3409,12,
s2342,s213,0,
s2291,s1739,4,
s780,s3540,0,
s999,s237,5,
s562,s127,16,
s3969,s1750,10,
s403,s1299,5,
s3983,s301,1,
s3839,s1480,4,
s95,s3991,14,
s1452,s842,13,
s3297,s3434,16,
s2025,s3785,1,
s1286,s2076,9,
s240,s3640,13,
s2195,s1225,5,
s1586,s647,16,
s1835,s3367,6,
s2395,s1186,6,
s843,s3663,13,
s2084,s283,7,
s368,s3179,13,
s346,s1172,8,
s2566,s2284,7,
s2764,s853,16,
s1149,s2440,11,
s3196,s1421,10,
s1053,s2026,9,
s2843,s3105,10,
s693,s1547,6,
s1532,s218,14,
s1418,s3512,7,
s2308,s404,6,
s1933,s2094,5,
s1393,s269,5,
s1681,s3071,2,
s980,s1417,6,
s1856,s1552,1,
s26,s2413,2,
s290,s457,11,
s474,s332,11,
s1669,s3354,1,
s2801,s790,13,
s1731,s3793,4,
s988,s2464,0,
s1993,s2198,14,
s659,s3651,12,
s1715,s1075,7,
s2714,s3364,3,
s64,s437,12,
s2289,s1455,13,
s946,s2969,6,
s491,s3736,6,
s254,s389,8,
s2975,s2596,0,
s517,s199,7,
s1945,s3239,0,
s2093,s1044,8,
s1310,s1554,2,
s798,s171,9,
s227,s2022,8,
s511,s2797,6,
s336,s3112,5,
s2625,s13,13,
s1462,s1632,1,
s138,s821,0,
s2656,s3560,0,
s2473,s3991,1,
s2800,s2685,4,
s602,s137,9,
s2899,s1533,8,
s977,s2537,16,
s2617,s191,8,
s2345,s1247,3,
s2551,s15,14,
s1591,s2372,16,
s967,s1588,14,
s1459,s1503,12,
s1455,s3967,0,
s2851,s537,11,
s2486,s2259,11,
s1999,s1701,5,
s224,s565,11,
s750,s2357,15,
s3978,s1254,13,
s1119,s221,7,
s3875,s2398,13,
s1414,s179,12,
s2825,s975,1,
s3760,s2050,12,
s3504,s3867,8,
s2455,s871,10,
s1569,s142,0,
s2245,s2747,4,
s3819,s2012,7,
s3980,s1002,5,
s3994,s2246,0,
s3477,s1820,1,
s2581,s2675,4,
s2427,s2703,0,
s3776,s3879,1,
s3548,s286,15,
s954,s3501,1,
s1255,s3529,2,
s1113,s2351,1,
s2615,s2276,3,
s3707,s2563,14,
s1896,s2015,15,
s2758,s51,14,
s593,s1522,8,
s2719,s2870,3,
s3149,s3893,11,
s1121,s1218,9,
s3713,s18,5,
s1731,s3296,8,
s1162,s352,13,
s3771,s2129,15,
s2910,s3246,13,
s963,s559,3,
s3637,s3406,11,
s2392,s1242,9,
s2643,s1676,11,
s1260,s3668,8,
s3219,s3544,3,
s752,s69,8,
s308,s1778,3,
s1096,s1697,12,
s1944,s45,12,
s3244,s3857,9,
s1786,s447,14,
s3469,s2681,12,
s2164,s324,14,
s3201,s2197,16,
s3827,s1130,8,
s3114,s3017,15,
s530,s1573,0,
s1685,s1288,9,
s570,s195,7,
s2423,s3677,8,
s2306,s3037,2,
s3701,s1095,7,
s1741,s1003,8,
s2432,s948,4,
s2847,s3909,12,
s1880,s2941,16,
s1285,s922,2,
s3574,s1724,2,
s3058,s3446,3,
s3355,s357,11,
s1351,s2900,6,
s1018,s898,10,
s2654,s1491,13,
s2209,s1235,10,
s353,s3759,2,
s1487,s1129,7,
s286,s2074,3,
s429,s1305,6,
s2105,s429,15,
s2788,s804,4,
s2641,s1617,12,
s2342,s78,4,
s3526,s2074,11,
s3746,s2950,9,
s3583,s1617,6,
s3440,s785,10,
s3977,s3978,15,
s736,s510,3,
s3324,s1530,5,
s330,s1428,9,
s3390,s633,5,
s2792,s1512,2,
s2577,s2779,13,
s3888,s2845,14,
s2548,s3847,13,
s2798,s550,7,
s1250,s3748,4,
s1238,s3886,9,
s1988,s2167,7,
s533,s3413,11,
s3763,s2898,5,
s358,s3053,9,
s1286,s2476,15,
s3910,s1188,15,
s2573,s158,16,
s1856,s454,13,
s3143,s1032,5,
s2582,s2183,4,
s1893,s3946,9,
s2133,s20,5,
s30,s2761,3,
s3770,s400,7,
s515,s2994,12,
s3175,s743,8,
s2245,s3881,14,
s1650,s1190,6,
s296,s179,10,
s2471,s776,10,
s3276,s3129,6,
s3159,s1336,0,
s1810,s482,1,
s1811,s2625,3,
s912,s3362,7,
s1195,s402,8,
s3554,s1940,15,
s1427,s2529,15,
s3635,s3969,13,
s2884,s88,14,
s2149,s782,15,
s1048,s3331,6,
s45,s1382,16,
s2876,s3895,15,
s504,s1681,0,
s3929,s2582,0,
s231,s2417,10,
s2720,s2496,1,
s2253,s2283,6,
s1714,s63,12,
s2224,s2225,12,
s1372,s408,1,
s1587,s804,9,
s1954,s2211,12,
s3216,s801,15,
s135,s3570,15,
s1690,s3116,2,
s2280,s522,12,
s1858,s1959,12,
s3160,s1318,15,
s1180,s3462,15,
s2531,s3750,8,
s2822,s787,3,
s140,s3746,7,
s1535,s635,16,
s1644,s826,2,
s1660,s3354,8,
s2971,s3622,7,
s1312,s2950,16,
s2489,s3038,5,
s3124,s1878,1,
s927,s2677,14,
s2195,s2463,5,
s1912,s1063,1,
s3210,s3747,2,
s1064,s302,14,
s2669,s942,13,
s14,s3148,10,
s2070,s3040,2,
s679,s515,2,
s3947,s374,12,
s1170,s3723,16,
s361,s1511,3,
s1597,s2217,1,
s2484,s1988,1,
s785,s978,8,
s3196,s3793,8,
s2311,s1237,8,
s801,s123,4,
s3079,s418,13,
s682,s594,2,
s3184,s752,3,
s3590,s2629,10,
s1632,s1655,4,
s325,s725,15,
s2747,s3240,13,
s273,s1440,11,
s2002,s2027,4,
s237,s1277,5,
s3604,s303,13,
s855,s3467,2,
s3008,s2241,6,
s997,s1601,2,
s1403,s2217,12,
s1847,s3251,5,
s2325,s2950,6,
s1799,s3306,8,
s788,s1159,5,
s3871,s38,13,
s961,s1690,6,
s2719,s980,1,
s3509,s3768,8,
s979,s3004,14,
s2876,s85,9,
s2077,s2821,2,
s3861,s2214,6,
s180,s2437,11,
s1662,s237,5,
s2732,s3702,14,
s1109,s3462,4,
s773,s2811,14,
s3040,s956,9,
s2632,s2020,15,
s1238,s369,0,
s3698,s717,8,
s3194,s1159,9,
s308,s2874,12,
s1728,s1463,15,
s2194,s2765,16,
s2048,s2145,14,
s848,s3591,6,
s338,s2779,1,
s2004,s2271,9,
s3843,s2870,9,
s2992,s3902,8,
s1171,s514,5,
s1758,s3847,2,
s2184,s1869,6,
s1841,s2775,10,
s3355,s396,6,
s2456,s2773,10,
s1488,s3246,14,
s527,s3177,1,
s2823,s2508,3,
s528,s792,8,
s3245,s2761,12,
s729,s3689,9,
s2528,s1371,14,
s1760,s164,7,
s2725,s1151,10,
s3982,s2571,14,
s1806,s2865,10,
s178,s2537,6,
s2222,s2499,2,
s713,s251,12,
s3079,s469,4,
s2252,s1274,8,
s429,s2273,0,
s3774,s3487,12,
s2454,s2299,7,
s1519,s350,7,
s2899,s3335,8,
s3344,s2324,12,
s1841,s2197,10,
s1314,s3935,15,
s2557,s1161,16,
s3875,s3978,11,
s516,s1129,6,
s3956,s2069,8,
s3727,s3079,10,
s3380,s3814,10,
s2651,s1994,11,
s646,s3223,3,
s2614,s1906,6,
s1456,s700,4,
s3640,s842,7,
s2640,s1637,12,
s769,s660,9,
s2729,s78,14,
s1978,s2325,16,
s163,s3261,9,
s930,s406,1,
s1228,s620,13,
s206,s2465,14,
s3668,s3616,14,
s301,s1827,10,
s2136,s2673,12,
s2941,s2696,10,
s2753,s1543,1,
s1428,s242,10,
s1873,s2463,9,
s1338,s3807,11,
s1716,s2192,16,
s3142,s2825,2,
s2458,s1151,3,
s654,s2569,4,
s3021,s2471,0,
s427,s774,14,
s2824,s2497,12,
s425,s2988,15,
s3173,s1563,2,
s134,s1312,16,
s3259,s2611,3,
s144,s2605,1,
s3061,s3879,15,
s559,s2355,2,
s2543,s3880,5,
s709,s1439,6,
s3037,s801,2,
s3858,s1089,4,
s3800,s1680,9,
s2624,s3134,13,
s1833,s2251,7,
s1489,s2492,3,
s2132,s310,15,
s1809,s578,7,
s2807,s2524,4,
s1434,s1864,10,
s1026,s2179,15,
s2806,s2326,11,
s348,s3537,3,
s1709,s166,0,
s1624,s1302,8,
s3303,s3120,15,
s2893,s29,0,
s373,s2548,0,
s2041,s1510,5,
s3203,s259,10,
s1761,s2227,0,
s2633,s2872,8,
s909,s3933,12,
s3360,s1303,5,
s3676,s1684,6,
s1896,s1028,15,
s338,s634,2,
s1172,s1633,5,
s2703,s2786,0,
s310,s2652,11,
s1432,s810,4,
s2026,s3575,2,
s3460,s584,1,
s2526,s3932,15,
s3091,s906,8,
s3468,s3460,5,
s1599,s3147,1,
s301,s3485,0,
s1424,s3493,8,
s3538,s2497,1,
s1030,s1721,12,
s2896,s1535,1,
s1458,s2253,7,
s1197,s3916,1,
s2441,s596,6,
s1810,s1480,12,
s926,s3873,13,
s1658,s1657,16,
s3909,s3299,8,
s1309,s691,14,
s954,s1251,1,
s974,s623,0,
s331,s1054,15,
s3699,s2668,10,
s1500,s3676,14,
s1314,s3765,15,
s1542,s2268,6,
s1809,s3072,11,
s2854,s470,11,
s3524,s2003,8,
s2914,s3235,7,
s3561,s1723,13,
s3351,s3389,9,
s2435,s1405,16,
s3217,s1908,1,
s3457,s945,1,
s1093,s3290,10,
s3836,s2961,2,
s3312,s792,15,
s1300,s2599,12,
s3598,s2419,1,
s1869,s3338,5,
s2542,s3795,1,
s2155,s1235,3,
s3029,s1291,8,
s542,s2964,15,
s2133,s3595,0,
s1889,s3878,7,
s2225,s2043,11,
s3855,s2119,16,
s2217,s1949,16,
s1209,s1938,5,
s3368,s3796,10,
s3466,s2072,4,
s3222,s1317,16,
s229,s3182,12,
s2531,s2298,15,
s1966,s2195,15,
s3727,s3472,10,
s3838,s3327,7,
s1731,s709,2,
s1405,s3085,7,
s1018,s1512,12,
s3554,s2074,9,
s409,s29,15,
s1611,s3581,11,
s1199,s3042,11,
s2326,s3309,8,
s3642,s1690,11,
s3051,s3058,1,
s1832,s1968,11,
s1120,s2404,0,
s1689,s3007,1,
s1760,s136,8,
s987,s1766,13,
s1128,s3632,1,
s3702,s2105,0,
s421,s475,6,
s1610,s1939,4,
s1236,s1322,5,
s1340,s3649,13,
s2945,s1093,8,
s293,s3015,10,
s3270,s2333,9,
s848,s2419,5,
s3251,s1772,13,
s1070,s227,13,
s1595,s1578,9,
s3469,s1426,8,
s2462,s860,14,
s1283,s3658,1,
s1546,s3310,8,
s980,s1441,9,
s3930,s2076,1,
s1825,s3434,7,
s2302,s646,4,
s2568,s487,16,
s126,s2628,8,
s3116,s1743,14,
s1529,s1467,9,
s3967,s1447,13,
s3061,s564,9,
s1363,s2316,16,
s1166,s2593,13,
s1980,s3138,8,
s3269,s3239,5,
s3225,s2767,4,
s1923,s2882,10,
s706,s1267,0,
s2782,s1998,3,
s2487,s2088,5,
s3272,s1025,11,
s3883,s622,12,
s3149,s384,14,
s1573,s2301,10,
s2527,s1185,3,
s1310,s3037,8,
s2117,s54,11,
s416,s726,13,
s625,s844,10,
s2949,s1952,6,
s3407,s605,1,
s3726,s2600,1,
s49,s631,6,
s1350,s3975,3,
s1366,s3661,6,
s2117,s712,16,
s473,s651,0,
s3409,s3958,1,
s2010,s1534,5,
s594,s1014,6,
s2791,s1927,6,
s1408,s3101,9,
s1943,s2081,12,
s1246,s3147,14,
s187,s3466,1,
s2821,s3578,16,
s504,s2356,12,
s2771,s2696,7,
s950,s3062,14,
s1892,s565,1,
s3526,s1559,5,
s3269,s741,7,
s2873,s3703,12,
s3913,s2527,3,
s3247,s68,12,
s3444,s2044,8,
s1952,s2889,6,
s1757,s2830,6,
s605,s1282,2,
s3671,s631,4,
s483,s863,4,
s3129,s1376,14,
s2973,s2946,6,
s251,s2725,6,
s2832,s3752,9,
s228,s3060,6,
s2608,s234,11,
s1937,s796,1,
s3183,s245,12,
s2273,s231,15,
s921,s1046,12,
s334,s3699,10,
s3419,s3070,11,
s2056,s3000,14,
s235,s167,15,
s692,s1351,15,
s3521,s139,8,
s3935,s34,10,
s1911,s1307,3,
s2230,s3919,15,
s287,s791,15,
s3145,s2299,16,
s2871,s676,12,
s130,s39,7,
s931,s3383,9,
s3588,s3886,5,
s2435,s3803,10,
s448,s3806,3,
s2822,s3201,6,
s3193,s1250,11,
s3445,s3677,14,
s3455,s1637,14,
s1548,s2480,4,
s2932,s1840,8,
s611,s86,3,
s3991,s3676,4,
s3491,s3084,11,
s571,s3202,7,
s385,s2177,5,
s145,s1731,3,
s3868,s783,13,
s1666,s213,13,
s1176,s1721,11,
s1707,s1154,16,
s3442,s1899,10,
s3140,s3124,2,
s47,s369,12,
s865,s3901,4,
s2397,s943,2,
s3030,s2423,0,
s892,s2375,14,
s3022,s159,16,
s1754,s1297,1,
s1309,s576,12,
s3503,s1663,3,
s3033,s2122,3,
s1730,s2478,8,
s807,s1626,1,
s2116,s340,5,
s307,s1473,11,
s3405,s725,12,
s1663,s2037,5,
s2635,s1585,2,
s3844,s2330,5,
s1546,s1899,0,
s3778,s105,10,
s62,s1029,3,
s3118,s3979,6,
s3044,s3792,1,
s1494,s2318,9,
s3366,s1404,0,
s434,s2616,15,
s1116,s262,11,
s226,s124,7,
s498,s786,4,
s183,s1471,3,
s2983,s1690,12,
s3903,s1261,2,
s862,s618,9,
s2481,s3112,5,
s1899,s3492,12,
s2549,s1524,11,
s3171,s1253,14,
s2471,s1492,5,
s1186,s2321,10,
s1163,s1506,2,
s329,s2613,6,
s1174,s1225,3,
s2610,s424,9,
s94,s3964,6,
s2990,s3161,9,
s3450,s3712,3,
s2383,s3442,2,
s1115,s2563,8,
s2650,s1067,10,
s1523,s3411,10,
s3319,s3836,13,
s3151,s2953,4,
s681,s2780,16,
s1804,s2254,10,
s2770,s3998,3,
s1410,s1588,12,
s2940,s3305,14,
s1374,s3064,7,
s3819,s2342,16,
s3883,s1753,12,
s1508,s462,2,
s252,s6,13,
s3926,s119,5,
s2470,s2879,1,
s948,s2560,1,
s1585,s1669,4,
s1927,s1524,5,
s3946,s1654,4,
s2378,s160,9,
s1005,s779,14,
s1779,s2754,5,
s1568,s3739,0,
s1665,s3731,3,
s357,s1505,2,
s2671,s2641,1,
s181,s2002,7,
s1951,s3030,16,
s896,s1239,1,
s842,s2563,9,
s3800,s3720,4,
s3518,s631,12,
s2775,s1771,0,
s561,s1838,0,
s1702,s747,9,
s2529,s1286,3,
s2972,s2591,11,
s838,s2692,15,
s1194,s1359,3,
s637,s434,9,
s3268,s1215,5,
s581,s3611,14,
s3530,s3559,7,
s586,s1336,3,
s999,s756,6,
s3228,s1807,8,
s3685,s870,7,
s1581,s2173,9,
s1196,s48,16,
s1645,s1644,16,
s2816,s1432,10,
s843,s3333,8,
s1771,s2430,8,
s3978,s1360,0,
s3655,s3208,6,
s1556,s3332,8,
s2515,s622,4,
s1076,s2229,8,
s3416,s1112,0,
s1809,s88,13,
s2579,s2722,1,
s3802,s21,3,
s3330,s2655,10,
s1811,s2465,2,
s1340,s2879,3,
s370,s1582,14,
s1845,s2060,1,
s482,s2064,10,
s1739,s540,9,
s3998,s686,2,
s2363,s1725,14,
s1543,s2949,9,
s1741,s1448,11,
s261,s3377,9,
s1708,s195,9,
s3935,s3549,10,
s4,s3684,5,
s2996,s1229,7,
s3622,s2173,7,
s517,s3983,10,
s2191,s1477,4,
s2456,s2967,6,
s3427,s3990,16,
s2498,s1151,9,
s142,s3083,6,
s1378,s2695,6,
s1132,s2213,4,
s1756,s851,11,
s2923,s2347,9,
s1567,s3167,5,
s1043,s2313,4,
s832,s2379,6,
s2493,s1501,10,
s794,s3634,9,
s2790,s646,8,
s3606,s1397,14,
s1742,s1195,14,
s343,s168,1,
s1063,s1063,1,
s455,s3270,13,
s3813,s2431,2,
s3061,s1510,2,
s3040,s2905,16,
s341,s1740,15,
s3207,s3600,2,
s3369,s3347,11,
s2620,s520,15,
s3264,s2440,14,
s1887,s433,8,
s3738,s3805,5,
s1208,s3330,1,
s2168,s1729,14,
s996,s3999,10,
s2822,s2307,11,
s2591,s2797,13,
s1581,s283,3,
s1154,s2957,10,
s3640,s1108,13,
s3452,s3407,13,
s3095,s1166,7,
s2617,s3765,13,
s2090,s3901,11,
s1490,s1345,0,
s3114,s1338,4,
s3819,s2468,13,
s806,s1672,2,
s1392,s407,11,
s417,s1184,12,
s2426,s3499,7,
s2620,s744,8,
s2344,s921,7,
s2189,s3507,9,
s3990,s3782,2,
s3560,s2426,15,
s3174,s3134,8,
s995,s3125,14,
s2237,s1395,1,
s2827,s1838,1,
s229,s3795,2,
s2313,s838,12,
s3299,s217,6,
s3563,s3596,15,
s741,s911,1,
s3843,s2047,4,
s3225,s3131,10,
s1713,s2138,0,
s96,s921,14,
s1190,s4,15,
s243,s2656,8,
s2599,s2530,11,
s2275,s480,1,
s255,s2271,8,
s2282,s423,4,
s2899,s1593,1,
s1825,s3485,7,
s1801,s2066,16,
s1929,s2228,0,
s1563,s1218,11,
s3947,s304,1,
s2290,s172,12,
s1195,s1530,16,
s3165,s889,11,
s3108,s2525,15,
s496,s3268,5,
s2090,s3980,0,
s1970,s533,11,
s2489,s3178,1,
s1422,s2827,3,
s923,s397,3,
s2409,s334,10,
s2741,s607,0,
s3701,s1090,2,
s1853,s2680,15,
s1251,s2469,8,
s2809,s3937,14,
s1633,s1428,14,
s3066,s916,16,
s2391,s3881,14,
s2482,s1556,14,
s137,s2407,6,
s3340,s2176,2,
s1035,s701,14,
s3148,s3284,11,
s3698,s628,0,
s617,s2206,5,
s2100,s1599,11,
s1741,s1816,0,
s3513,s2206,7,
s1474,s2728,7,
s2708,s1805,1,
s68,s1643,12,
s2915,s1350,9,
s334,s949,4,
s822,s2921,2,
s1255,s3599,16,
s1996,s3332,15,
s2636,s1101,5,
s624,s67,5,
s1796,s2231,9,
s496,s1753,8,
s3918,s2457,3,
s3837,s1758,7,
s3510,s1512,2,
s2977,s457,10,
s3385,s2120,4,
s797,s2100,10,
s481,s3412,10,
s3662,s3246,2,
s721,s1927,6,
s338,s2779,0,
s2209,s2940,11,
s2707,s3024,6,
s3322,s1481,3,
s1217,s3538,5,
s3300,s2473,15,
s427,s3864,10,
s3362,s1622,0,
s3562,s3965,15,
s2944,s2670,11,
s1752,s202,16,
s3139,s156,11,
s1901,s2739,12,
s646,s1221,14,
s18,s1178,16,
s1325,s1975,5,
s675,s2306,10,
s2173,s1964,1,
s220,s928,8,
s905,s1606,13,
s317,s913,4,
s691,s1506,5,
s295,s1293,7,
s512,s627,8,
s1796,s748,9,
s1174,s1451,8,
s1929,s3655,11,
s675,s3270,8,
s1141,s869,3,
s2345,s3845,14,
s3334,s3832,10,
s3148,s1904,11,
s3647,s446,13,
s1337,s3821,5,
s928,s2634,3,
s1097,s343,0,
s3524,s1931,9,
s2422,s3514,13,
s2822,s791,16,
s3746,s3403,8,
s273,s189,12,
s1671,s156,14,
s2527,s2980,3,
s3640,s1548,10,
s3651,s1346,13,
s3358,s250,16,
s1659,s341,10,
s790,s3869,14,
s2111,s1297,14,
s1106,s3631,1,
s540,s3907,12,
s3789,s1457,13,
s2901,s2410,10,
s147,s3208,0,
s78,s3122,13,
s2879,s345,14,
s1370,s1154,9,
s3968,s2947,6,
s3208,s1927,5,
s3686,s559,2,
s1703,s997,13,
s3996,s2350,11,
s1349,s2494,0,
s950,s2506,3,
s2843,s2428,0,
s486,s1185,9,
s2124,s3137,2,
s5,s3975,9,
s1905,s695,0,
s3087,s3875,14,
s3744,s1372,2,
s3699,s1112,1,
s2053,s3724,0,
s3310,s926,8,
s3597,s533,6,
s1037,s2900,1,
s2705,s3366,1,
s3095,s2534,9,
s3448,s1985,13,
s1780,s3555,6,
s2728,s1378,16,
s3186,s1780,5,
s1354,s1146,13,
s3140,s1292,12,
s1685,s3450,1,
s2064,s131,15,
s1504,s756,15,
s2871,s2469,14,
s2683,s1325,2,
s2784,s1676,0,
s699,s693,13,
s1615,s2686,7,
s1232,s1983,15,
s742,s1868,13,
s1959,s3884,14,
s2107,s1650,11,
s3872,s2722,14,
s2068,s87,12,
s3794,s3778,13,
s3674,s1588,3,
s1763,s3231,13,
s2043,s3583,14,
s3571,s1525,10,
s2499,s346,12,
s2018,s1334,8,
s257,s142,16,
s1788,s3948,1,
s2830,s1104,7,
s1588,s2505,0,
s1182,s3973,8,
s38,s1292,13,
s52,s3044,15,
s1529,s1632,7,
s1066,s3384,4,
s1088,s2384,13,
s3929,s3250,6,
s3928,s2446,0,
s789,s1712,5,
s188,s1502,14,
s627,s2611,0,
s1027,s1433,10,
s2785,s2339,11,
s2365,s894,8,
s2571,s1039,2,
s1164,s2879,6,
s2869,s3834,4,
s1641,s3246,6,
s328,s3492,12,
s1003,s956,14,
s1744,s904,2,
s719,s1561,15,
s2003,s857,5,
