from,to,weight,type
s371,s634,2,
s1922,s21,5,
s437,s1680,8,
s635,s936,1,
s440,s1432,0,
s1710,s650,7,
s572,s1350,4,
s393,s697,5,
s1520,s1344,6,
s386,s80,9,
s1505,s509,7,
s648,s166,1,
s1872,s565,6,
s1538,s1050,4,
s1249,s1702,4,
s1132,s1780,8,
s1304,s1549,1,
s55,s1211,1,
s1490,s1350,9,
s1450,s1550,7,
s1629,s160,9,
s404,s1764,5,
s1218,s815,6,
s84,s1603,9,
s775,s1985,3,
s218,s7,2,
s678,s1412,6,
s1655,s369,6,
s417,s1831,8,
s802,s814,3,
s10,s467,9,
s1320,s1124,5,
s1683,s189,3,
s465,s96,8,
s1625,s68,4,
s933,s1126,2,
s405,s637,8,
s1278,s1098,2,
s1137,s518,3,
s1967,s1163,0,
s1082,s1682,3,
s520,s1647,2,
s446,s849,7,
s1228,s1488,9,
s1838,s1060,5,
s1132,s1316,7,
s72,s158,1,
s1890,s713,5,
s1766,s1223,2,
s538,s209,8,
s1747,s395,6,
s1048,s1181,8,
s299,s1572,7,
s1999,s240,5,
s1898,s532,9,
s1646,s1751,6,
s1531,s256,1,
s342,s1620,10,
s1280,s1860,7,
s244,s1475,10,
s436,s755,4,
s208,s1710,3,
s1804,s1730,3,
s1631,s75,5,
s614,s296,2,
s1340,s761,0,
s919,s1487,3,
s1168,s100,1,
s1036,s1819,9,
s1064,s24,3,
s668,s131,6,
s711,s1680,3,
s1470,s1144,5,
s1165,s961,2,
s1444,s1776,7,
s716,s186,9,
s1679,s1335,0,
s178,s1553,7,
s1780,s487,5,
s182,s1793,0,
s1414,s558,0,
s895,s1764,2,
s1325,s1471,7,
s1164,s10,8,
s1154,s1783,4,
s298,s1174,2,
s1911,s509,5,
s1952,s253,2,
s1975,s120,4,
s135,s1347,3,
s673,s165,1,
s131,s627,7,
s488,s1897,2,
s1649,s1024,1,
s896,s247,10,
s347,s1442,1,
s1929,s839,3,
s1821,s908,5,
s939,s222,5,
s200,s142,3,
s1882,s1758,3,
s1286,s1775,1,
s473,s298,1,
s78,s822,6,
s1385,s1549,7,
s941,s1413,3,
s463,s822,8,
s1765,s271,10,
s428,s827,5,
s1935,s1086,6,
s1648,s1836,7,
s883,s263,8,
s866,s1280,2,
s1393,s1342,4,
s1386,s1292,4,
s163,s593,7,
s254,s726,7,
s1951,s1572,8,
s130,s468,8,
s582,s193,6,
s1431,s405,3,
s1752,s1698,2,
s1973,s1907,5,
s1456,s428,7,
s503,s1653,4,
s254,s1008,4,
s995,s318,8,
s1109,s1623,9,
s1046,s454,0,
s434,s1076,6,
s1793,s1676,0,
s1033,s1282,1,
s906,s1043,0,
s1462,s1547,6,
s19,s326,2,
s1903,s487,6,
s950,s1757,5,
s658,s1989,10,
s1851,s590,7,
s1377,s139,4,
s1188,s492,10,
s1408,s1880,9,
s857,s713,6,
s566,s409,1,
s1864,s1383,3,
s1644,s859,4,
s1351,s1279,9,
s1625,s1135,3,
s362,s1900,10,
s1979,s1158,3,
s1913,s1943,9,
s1006,s815,10,
s952,s1187,2,
s789,s715,2,
s1288,s825,7,
s982,s395,1,
s702,s1108,10,
s1926,s314,8,
s513,s292,6,
s1403,s1525,2,
s1995,s177,4,
s1222,s830,5,
s1333,s455,4,
s1344,s121,3,
s1770,s1830,9,
s1138,s1192,0,
s22,s1987,10,
s1831,s1632,2,
s1745,s964,1,
s1610,s94,9,
s531,s549,8,
s1869,s491,8,
s145,s165,9,
s1873,s1130,3,
s858,s1402,10,
s1707,s1986,1,
s1011,s417,4,
s1164,s985,10,
s1809,s756,10,
s410,s1807,8,
s1267,s310,9,
s522,s70,2,
s536,s98,8,
s1137,s1075,5,
s644,s558,10,
s1579,s1706,3,
s837,s1844,9,
s1011,s43,0,
s1625,s1746,5,
s1427,s811,5,
s1684,s1076,6,
s553,s1783,9,
s1139,s1428,3,
s966,s1702,10,
s1859,s105,8,
s983,s1121,3,
s1859,s306,5,
s1862,s658,7,
s1374,s1789,4,
s434,s1133,5,
s678,s366,6,
s1296,s1307,2,
s1893,s487,1,
s1990,s1115,9,
s48,s1234,4,
s1262,s480,1,
s367,s12,8,
s1197,s429,9,
s495,s312,8,
s1838,s1522,0,
s610,s551,4,
s915,s1294,10,
s885,s1487,7,
s984,s577,3,
s1321,s1423,6,
s1038,s1992,8,
s1577,s1314,7,
s1700,s60,8,
s1338,s1344,7,
s146,s505,9,
s307,s858,6,
s707,s461,10,
s1034,s1851,9,
s1226,s987,4,
s842,s1947,4,
s909,s503,0,
s150,s703,10,
s875,s1189,7,
s180,s644,10,
s336,s742,6,
s200,s1409,8,
s1739,s1355,7,
s1409,s1831,6,
s1201,s1689,3,
s379,s544,7,
s1462,s1301,8,
s1277,s1504,8,
s1379,s1238,0,
s565,s1498,0,
s1800,s1160,3,
s1368,s778,8,
s349,s642,0,
s327,s1875,10,
s1454,s1751,10,
s251,s1428,5,
s1616,s1428,9,
s651,s76,7,
s862,s812,2,
s1378,s219,10,
s1407,s1341,8,
s161,s1897,10,
s1855,s752,8,
s313,s1417,1,
s1375,s1998,2,
s1727,s67,9,
s155,s1179,4,
s556,s1010,2,
s1079,s1614,7,
s300,s693,10,
s552,s610,9,
s1991,s1063,3,
s1498,s414,9,
s400,s1946,3,
s1326,s1667,10,
s671,s1995,1,
s711,s564,4,
s835,s1260,2,
s283,s424,9,
s1843,s554,1,
s1659,s456,7,
s903,s784,7,
s1673,s1773,1,
s155,s17,2,
s277,s1735,6,
s540,s1717,2,
s1304,s1878,7,
s818,s1393,5,
s367,s921,7,
s1639,s1973,4,
s544,s73,3,
s1707,s1893,8,
s741,s1305,10,
s407,s122,8,
s758,s252,1,
s134,s1402,8,
s1654,s137,7,
s1150,s650,4,
s1175,s356,5,
s790,s949,4,
s1360,s1639,8,
s1999,s790,1,
s1899,s1987,8,
s841,s904,10,
s97,s1352,0,
s1505,s1877,6,
s776,s1860,2,
s1194,s1142,5,
s976,s903,3,
s663,s1606,8,
s1311,s29,9,
s623,s941,10,
s483,s1235,1,
s306,s987,2,
s1068,s1737,10,
s722,s1403,4,
s402,s1339,8,
s301,s697,5,
s1294,s648,2,
s1526,s1153,9,
s1761,s974,7,
s235,s116,5,
s1838,s604,5,
s944,s1276,6,
s1572,s1899,2,
s1288,s1136,5,
s947,s1162,10,
s1800,s890,9,
s179,s1866,4,
s1091,s187,3,
s1371,s483,5,
s18,s1248,1,
s917,s1277,4,
s1500,s271,1,
s1294,s1876,3,
s1925,s530,2,
s1249,s1615,5,
s7,s1180,1,
s517,s201,3,
s128,s1620,7,
s1368,s896,0,
s628,s1515,3,
s1392,s1266,6,
s236,s1301,1,
s87,s1666,1,
s977,s1957,5,
s1564,s456,10,
s1019,s547,7,
s81,s330,1,
s501,s139,5,
s570,s1608,9,
s66,s1440,5,
s1634,s254,3,
s227,s743,1,
s1044,s258,9,
s1822,s1308,7,
s726,s128,4,
s1537,s471,5,
s274,s1413,6,
s328,s244,3,
s1089,s1645,5,
s1499,s1267,10,
s595,s626,1,
s14,s1408,3,
s608,s493,10,
s623,s1085,3,
s95,s674,8,
s265,s1410,7,
s774,s895,8,
s367,s1981,10,
s1248,s1390,1,
s1116,s913,10,
s121,s760,2,
s118,s375,10,
s232,s67,10,
s919,s941,5,
s195,s1408,3,
s1600,s1469,3,
s21,s6,0,
s1185,s1732,2,
s365,s322,1,
s642,s1958,8,
s921,s1139,9,
s147,s1915,1,
s957,s1958,2,
s298,s1865,4,
s95,s917,9,
s735,s1889,7,
s1690,s772,1,
s828,s1051,6,
s895,s650,10,
s1509,s421,9,
s1517,s847,6,
s945,s748,1,
s90,s1246,9,
s357,s975,10,
s576,s1155,1,
s1141,s1753,0,
s680,s1065,4,
s1374,s1971,8,
s1819,s1493,1,
s1956,s83,10,
s1302,s1630,9,
s458,s1209,7,
s1345,s638,3,
s1049,s390,3,
s165,s250,5,
s1212,s1041,8,
s1026,s1019,2,
s1852,s716,3,
s1061,s1183,10,
s176,s1452,1,
s1010,s1197,5,
s1151,s1768,9,
s808,s228,9,
s485,s1038,0,
s1872,s1952,4,
s1660,s1350,1,
s666,s1714,1,
s1169,s1111,9,
s1049,s450,7,
s709,s232,6,
s854,s1988,1,
s281,s728,2,
s595,s1866,3,
s1857,s52,10,
s1436,s194,5,
s883,s234,3,
s702,s10,0,
s152,s1826,7,
s375,s147,3,
s995,s1634,3,
s1485,s1099,0,
s738,s1003,2,
s1986,s1015,2,
s1638,s904,10,
s91,s1244,6,
s1401,s1667,10,
s257,s1318,9,
s1063,s1823,2,
s1841,s1742,5,
s304,s1872,8,
s1077,s1167,2,
s4,s486,6,
s525,s199,0,
s1879,s1499,8,
s1761,s663,9,
s35,s276,0,
s805,s265,7,
s1254,s1627,5,
s306,s1701,4,
s1407,s1770,1,
s561,s1191,3,
s1066,s137,8,
s1795,s975,0,
s1921,s698,2,
s1679,s492,2,
s456,s455,3,
s1062,s1644,8,
s260,s173,4,
s1544,s1023,0,
s484,s1507,0,
s102,s591,0,
s610,s730,4,
s344,s1311,10,
s1366,s1968,8,
s513,s1843,5,
s1341,s842,8,
s852,s1838,8,
s1874,s1932,4,
s1898,s1824,2,
s803,s896,2,
s1804,s1814,8,
s937,s788,7,
s676,s1202,4,
s713,s14,7,
s345,s877,4,
s1783,s779,9,
s1682,s1225,4,
s938,s1994,5,
s1097,s1294,0,
s1763,s755,7,
s995,s138,8,
s341,s278,2,
s1149,s1102,4,
s438,s1467,3,
s1363,s1800,3,
s648,s1302,2,
s1500,s576,10,
s161,s623,5,
s852,s1655,8,
s37,s869,1,
s1897,s878,5,
s199,s903,1,
s1395,s518,5,
s600,s376,8,
s1240,s1595,6,
s235,s878,2,
s94,s16,10,
s1369,s140,0,
s1174,s850,5,
s767,s203,1,
s1307,s1318,4,
s1709,s530,6,
s31,s173,9,
s690,s84,2,
s1579,s707,7,
s1339,s1344,2,
s514,s635,9,
s316,s1702,3,
s1909,s1461,2,
s662,s1195,2,
s1767,s1594,0,
s719,s1530,2,
s552,s1292,5,
s863,s840,2,
s985,s1252,6,
s5,s1418,1,
s1152,s570,2,
s571,s857,10,
s1607,s1906,1,
s1817,s1402,2,
s1601,s1967,10,
s1040,s1980,2,
s1181,s66,5,
s60,s1755,1,
s1896,s902,0,
s1792,s1048,7,
s1688,s1933,8,
s1438,s1233,9,
s1254,s1080,8,
s168,s1096,1,
s239,s738,6,
s670,s1100,1,
s351,s916,0,
s560,s929,1,
s310,s801,1,
s87,s1644,8,
s425,s128,4,
s1831,s487,5,
s1028,s253,6,
s240,s822,3,
s1656,s56,0,
s82,s244,6,
s1677,s1913,10,
s1143,s1420,0,
s589,s633,6,
s889,s154,7,
s1618,s1541,10,
s242,s498,5,
s1335,s898,2,
s1814,s639,10,
s956,s1214,3,
s219,s723,6,
s1993,s319,8,
s83,s719,4,
s1,s1384,2,
s1999,s59,9,
s979,s1210,9,
s39,s165,2,
s1334,s192,10,
s1786,s374,8,
s676,s1928,9,
s485,s43,9,
s1963,s1290,10,
s1033,s765,5,
s1588,s212,1,
s841,s296,2,
s60,s700,3,
s85,s425,3,
s1623,s1971,9,
s248,s1649,1,
s1148,s1550,4,
s1328,s1257,5,
s1286,s781,5,
s59,s976,3,
s293,s231,4,
s1142,s310,10,
s1423,s1868,5,
s1727,s1737,7,
s1139,s429,3,
s1243,s1567,2,
s372,s1627,8,
s389,s1411,10,
s1031,s608,7,
s1812,s1991,0,
s1833,s997,7,
s665,s1227,3,
s927,s363,8,
s715,s482,7,
s574,s1151,6,
s265,s1211,4,
s1228,s1489,5,
s1436,s167,4,
s1493,s796,3,
s1692,s929,0,
s1172,s1864,2,
s1966,s1864,6,
s1013,s1653,0,
s996,s804,8,
s910,s1100,7,
s1287,s966,5,
s1460,s1162,2,
s810,s1561,0,
s1669,s779,10,
s1720,s825,10,
s122,s688,5,
s540,s604,10,
s1148,s912,0,
s345,s1779,10,
s602,s96,8,
s1374,s177,4,
s1144,s1879,4,
s410,s124,8,
s1395,s1089,3,
s323,s609,7,
s1412,s324,9,
s799,s481,2,
s317,s363,3,
s1854,s234,2,
s1574,s1352,7,
s270,s253,9,
s807,s1968,0,
s945,s1031,2,
s1943,s1450,6,
s1710,s291,3,
s292,s96,5,
s953,s487,0,
s1736,s870,10,
s727,s107,6,
s1390,s1584,3,
s28,s1696,3,
s1752,s1468,0,
s314,s1456,2,
s554,s303,1,
s1689,s379,7,
s1051,s1695,3,
s1460,s1362,9,
s402,s1646,2,
s979,s1011,7,
s142,s1105,3,
s1179,s655,5,
s265,s1219,8,
s209,s1247,5,
s157,s176,5,
s1596,s1062,1,
s273,s449,2,
s1164,s1383,3,
s686,s903,7,
s1016,s1101,9,
s576,s622,4,
s1294,s618,2,
s15,s1051,6,
s882,s1193,10,
s617,s538,10,
s764,s197,9,
s1730,s168,2,
s1695,s435,2,
s270,s1312,8,
s936,s1191,6,
s1282,s1632,2,
s1569,s79,7,
s1642,s419,3,
s990,s1001,6,
s1990,s40,4,
s313,s1313,10,
s613,s1199,4,
s241,s1075,10,
s267,s232,1,
s160,s1010,3,
s809,s3,3,
s105,s1026,6,
s54,s196,10,
s1561,s455,6,
s1065,s1567,9,
s1860,s413,2,
s1903,s179,1,
s893,s1833,7,
s104,s518,6,
s1518,s1694,2,
s1346,s500,4,
s924,s391,2,
s1727,s1994,5,
s741,s1701,7,
s264,s880,8,
s468,s1936,1,
s1775,s1720,4,
s1702,s1552,5,
s1403,s1240,3,
s1432,s1813,10,
s271,s1783,0,
s134,s750,2,
s462,s1364,2,
s1688,s1523,7,
s1655,s1370,3,
s870,s971,10,
s1396,s1053,4,
s624,s1863,4,
s258,s326,8,
s687,s1501,2,
s1615,s1679,3,
s1079,s1203,8,
s42,s297,6,
s1133,s196,6,
s34,s391,0,
s94,s870,1,
s1861,s625,9,
s931,s393,4,
s393,s1805,7,
s1753,s1264,0,
s454,s1773,8,
s1123,s468,0,
s1324,s1751,7,
s1542,s1419,4,
s5,s1339,4,
s1136,s41,0,
s1500,s98,2,
s1696,s1694,5,
s1879,s806,5,
s890,s1700,6,
s1852,s1717,10,
s24,s292,6,
s226,s1795,1,
s1374,s89,8,
s1865,s860,8,
s1688,s1058,8,
s656,s400,3,
s943,s945,7,
s1453,s1893,5,
s1292,s877,8,
s1613,s1872,7,
s1821,s1541,6,
s1686,s1475,1,
s279,s1938,0,
s675,s158,9,
s905,s6,5,
s1404,s1061,3,
s310,s1608,1,
s90,s1141,10,
s1082,s1453,4,
s1511,s1722,0,
s1004,s1497,1,
s197,s321,1,
s504,s725,9,
s328,s1292,10,
s82,s1510,2,
s591,s957,0,
s1962,s960,2,
s183,s334,9,
s946,s225,3,
s1100,s465,9,
s1253,s1039,6,
s514,s1627,9,
s88,s124,4,
s1987,s607,8,
s1531,s450,1,
s1710,s1332,8,
s1581,s1047,4,
s305,s1809,7,
s838,s1367,0,
s942,s1662,5,
s1896,s208,6,
s193,s137,9,
s345,s1879,9,
s1449,s1662,4,
s1002,s1147,7,
s1503,s1486,6,
s1178,s260,2,
s449,s90,5,
s1310,s1338,10,
s1443,s1159,2,
s1733,s630,6,
s470,s790,9,
s1010,s1918,4,
s514,s1647,3,
s1512,s236,3,
s1409,s15,1,
s61,s1091,8,
s1464,s1500,9,
s1214,s328,10,
s1093,s1583,5,
s790,s1443,5,
s1322,s4,3,
s83,s250,9,
s249,s758,6,
s1830,s10,10,
s1871,s1734,4,
s251,s1463,4,
s249,s1353,0,
s1299,s1327,10,
s1254,s218,3,
s823,s1802,10,
s1027,s947,2,
s1601,s811,4,
s1098,s1021,5,
s1406,s1856,10,
s150,s381,6,
s1726,s698,5,
s1258,s1524,3,
s1259,s1833,0,
s1868,s642,3,
s1681,s1334,9,
s1629,s1203,0,
s1473,s65,5,
s1,s12,7,
s23,s1868,4,
s202,s81,2,
s256,s822,1,
s276,s1740,2,
s403,s207,8,
s61,s1636,6,
s122,s620,8,
s547,s1730,10,
s968,s1361,2,
s797,s1260,1,
s415,s1700,8,
s1516,s418,1,
s1469,s345,5,
s354,s1877,0,
s457,s562,2,
s1063,s1415,6,
s1670,s550,7,
s875,s534,8,
s382,s1637,1,
s1639,s304,8,
s1042,s1578,3,
s853,s648,10,
s56,s810,0,
s1272,s907,6,
s381,s42,5,
s448,s1276,8,
s1018,s593,4,
s1803,s810,10,
s987,s362,9,
s1203,s85,3,
s329,s1768,1,
s772,s1640,4,
s567,s1343,4,
s71,s1222,4,
s1052,s1870,7,
s1245,s1920,9,
s78,s389,1,
s1609,s1825,2,
s1289,s1335,7,
s1724,s595,10,
s292,s1799,1,
s1777,s212,5,
s326,s118,4,
s1193,s1756,2,
s1162,s917,10,
s295,s1801,7,
s706,s433,8,
s1426,s1194,4,
s33,s1672,5,
s812,s193,3,
s1734,s85,2,
s1592,s1009,8,
s1783,s265,9,
s958,s1781,9,
s387,s290,9,
s651,s1013,7,
s5,s8,3,
s333,s1811,7,
s1488,s169,7,
s824,s1740,1,
s425,s130,2,
s1554,s1753,0,
s152,s217,9,
s1947,s568,1,
s477,s1874,6,
s967,s1607,2,
s1815,s1313,9,
s936,s758,2,
s685,s176,4,
s1321,s1086,5,
s1368,s1943,9,
s397,s798,6,
s342,s176,0,
s369,s280,8,
s452,s63,10,
s106,s110,10,
s1048,s618,7,
s1626,s1452,6,
s1664,s638,2,
s1913,s1709,3,
s1266,s240,0,
s1829,s1752,10,
s1755,s1094,5,
s2000,s1810,4,
s1501,s805,0,
s624,s194,7,
s1227,s1044,8,
s75,s1063,2,
s800,s480,3,
s381,s1684,0,
s76,s1757,4,
s1072,s758,8,
s1751,s1864,8,
s181,s1578,2,
s1868,s95,7,
s1619,s742,5,
s1623,s3,6,
s1684,s755,10,
s942,s250,1,
s257,s1066,1,
s73,s719,10,
s392,s233,5,
s561,s935,9,
s1952,s94,5,
s441,s138,6,
s1259,s533,9,
s596,s1848,0,
s268,s1462,0,
s196,s1237,3,
s665,s1739,4,
s209,s199,9,
s1189,s797,3,
s963,s363,1,
s354,s918,5,
s1787,s1219,2,
s12,s1008,2,
s1440,s1544,8,
s984,s1065,9,
s461,s860,5,
s565,s541,1,
s91,s1054,0,
s379,s587,0,
s1592,s664,3,
s1727,s1443,2,
s1727,s874,6,
s1833,s518,0,
s129,s1957,5,
s1271,s1167,5,
s575,s1164,2,
s1692,s211,0,
s1517,s790,5,
s371,s776,9,
s1344,s75,5,
s1027,s1148,9,
s1362,s1650,2,
s115,s527,2,
s667,s1551,8,
s1466,s390,6,
s211,s1664,5,
s234,s671,5,
s505,s1873,5,
s957,s1250,2,
s591,s247,7,
s404,s1110,9,
s1922,s53,5,
s1615,s344,2,
s1951,s41,6,
s792,s1829,5,
s650,s1409,0,
s1777,s872,3,
s611,s855,5,
s900,s1426,10,
s578,s622,4,
s1861,s1893,1,
s1073,s1894,0,
s1792,s1759,7,
s1088,s227,2,
s1306,s1767,7,
s481,s9,0,
s227,s814,1,
s611,s1690,9,
s106,s1333,1,
s1247,s352,4,
s1531,s1356,5,
s302,s418,4,
s326,s1476,2,
s1413,s918,7,
s1185,s223,1,
s358,s284,6,
s1914,s536,10,
s1741,s753,4,
s754,s165,1,
s1859,s714,9,
s404,s1869,8,
s1448,s1513,7,
s1584,s371,9,
s1129,s138,3,
s712,s985,8,
s1254,s723,6,
s1343,s1023,6,
s857,s1209,4,
s568,s1529,2,
s1291,s367,7,
s181,s130,4,
s1537,s651,3,
s1831,s1182,2,
s1714,s1173,8,
s1569,s662,3,
s1827,s1007,10,
s787,s107,4,
s761,s614,8,
s484,s1696,4,
s1309,s168,3,
s1929,s1716,0,
s1953,s613,10,
s261,s658,2,
s1677,s1711,5,
s28,s766,6,
s312,s1518,8,
s103,s1768,9,
s440,s413,6,
s1335,s1270,6,
s877,s887,3,
s654,s661,5,
s463,s1085,1,
s1082,s1688,2,
s1063,s363,2,
s1048,s49,7,
s1701,s790,4,
s1098,s38,9,
s1242,s1710,9,
s703,s1321,5,
s937,s526,0,
s1384,s1561,6,
s1024,s1825,7,
s1522,s395,0,
s1859,s1042,8,
s1915,s1664,4,
s712,s1006,9,
s268,s772,4,
s1254,s1691,3,
s992,s1516,3,
s70,s327,8,
s1765,s513,8,
s1706,s1508,2,
s1031,s1293,0,
s670,s673,8,
s1981,s1895,0,
s1468,s751,10,
s1937,s1204,4,
s182,s406,2,
s384,s55,0,
s1595,s205,8,
s1037,s1772,7,
s400,s1855,0,
s1147,s1497,0,
s1144,s980,5,
s523,s1630,6,
s1769,s1304,2,
s1989,s1451,6,
s386,s788,8,
s767,s1034,1,
s152,s1845,6,
s1730,s303,7,
s133,s571,0,
s1534,s580,4,
s1342,s586,5,
s1545,s39,3,
s614,s1551,5,
s62,s426,0,
s575,s1135,3,
s190,s1750,7,
s1317,s1506,8,
s1198,s1591,2,
s1843,s1498,4,
s18,s684,7,
s1062,s1416,7,
s1199,s1915,4,
s1844,s1679,7,
s1870,s1525,4,
s628,s92,0,
s34,s627,0,
s427,s58,5,
s1288,s599,1,
s1420,s1481,9,
s1657,s1511,5,
s337,s1829,8,
s245,s782,5,
s955,s158,3,
s1457,s557,8,
s712,s396,6,
s437,s366,10,
s956,s1697,4,
s1492,s625,7,
s748,s52,8,
s1749,s781,8,
s1353,s732,2,
s1253,s1382,0,
s33,s1908,10,
s1349,s1027,6,
s981,s1326,9,
s1420,s1189,2,
s1746,s484,4,
s930,s678,3,
s1146,s1264,7,
s121,s584,8,
s1212,s1850,10,
s135,s366,0,
s1293,s881,0,
s524,s1771,7,
s413,s747,10,
s1766,s1738,5,
s1587,s116,5,
s379,s1063,10,
s132,s630,8,
s1803,s1429,7,
s967,s861,8,
s1365,s450,1,
s413,s1268,3,
s776,s1617,2,
s147,s1540,8,
s1611,s1376,9,
s1409,s322,7,
s979,s646,3,
s815,s1369,7,
s1189,s8,0,
s977,s1385,0,
s1843,s879,5,
s626,s158,4,
s122,s763,8,
s774,s1964,9,
s1171,s90,3,
s539,s602,7,
s1,s1327,1,
s1646,s1624,3,
s150,s1154,4,
s180,s66,3,
s988,s891,10,
s1885,s579,3,
s705,s1571,8,
s1835,s1179,1,
s1516,s1288,5,
s1413,s1506,8,
s1871,s1137,4,
s1525,s498,5,
s1815,s1899,1,
s1819,s294,4,
s1270,s1101,3,
s616,s629,7,
s878,s570,6,
s1408,s424,10,
s1327,s1533,7,
s1980,s1476,0,
s1011,s1746,9,
s1905,s584,10,
s91,s575,8,
s311,s360,3,
s1679,s906,4,
s1396,s910,3,
s410,s210,7,
s1099,s1852,0,
s1368,s655,3,
s1911,s1871,4,
s286,s201,8,
s325,s384,0,
s233,s1859,3,
s79,s616,10,
s1428,s325,3,
s1084,s883,1,
s1812,s1756,2,
s1538,s433,10,
s507,s550,6,
s651,s65,0,
s1594,s1054,9,
s1881,s288,4,
s870,s614,9,
s1652,s1171,10,
s1539,s1885,7,
s1454,s1926,8,
s1764,s1818,5,
s987,s781,10,
s160,s1722,3,
s918,s1662,0,
s1383,s494,10,
s19,s777,10,
s1349,s1440,6,
s1475,s1241,10,
s522,s532,5,
s1040,s25,9,
s1804,s1027,9,
s113,s1743,10,
s1956,s113,1,
s1201,s34,3,
s1884,s1758,8,
s98,s103,0,
s1298,s476,8,
s496,s764,6,
s704,s286,2,
s352,s1248,6,
s921,s747,2,
s1616,s1311,2,
s796,s1479,3,
s1671,s1359,2,
s1521,s1764,7,
s731,s1904,7,
s1666,s394,9,
s1733,s1184,6,
s1782,s245,9,
s1727,s114,0,
s634,s1048,10,
s728,s1970,3,
s1009,s201,6,
s1532,s1504,0,
s871,s95,5,
s618,s322,0,
s572,s928,2,
s1443,s1199,6,
s158,s1591,0,
s1939,s369,3,
s347,s146,10,
s373,s697,2,
s1609,s1488,3,
s963,s1977,9,
s1566,s456,0,
s287,s140,0,
s1538,s1123,6,
s1794,s1938,2,
s859,s1054,8,
s1686,s282,1,
s275,s59,0,
s1710,s298,6,
s1217,s1137,8,
s1100,s962,5,
s113,s1655,4,
s1513,s27,0,
s1328,s1113,8,
s134,s629,6,
s384,s199,6,
s1317,s399,9,
s701,s555,3,
s1855,s267,6,
s1177,s1671,4,
s1365,s1878,3,
s1273,s342,2,
s1574,s380,7,
s976,s532,4,
s873,s1471,4,
s1034,s560,6,
s73,s706,5,
s681,s1297,4,
s1405,s1180,0,
s138,s628,4,
s516,s260,10,
s1507,s1469,2,
s743,s1159,4,
s500,s611,3,
s913,s1847,2,
s1141,s1420,5,
s1491,s331,3,
s534,s1820,5,
s628,s742,4,
s1548,s55,4,
s885,s21,2,
s936,s1825,5,
s314,s1209,2,
s238,s1290,2,
s1667,s1024,0,
s1891,s32,7,
s711,s42,4,
s368,s769,4,
s628,s1576,5,
s325,s1506,1,
s834,s106,7,
s1435,s504,6,
s1361,s1150,2,
s89,s620,8,
s567,s1419,1,
s389,s645,0,
s1310,s1890,1,
s1084,s680,5,
s1888,s879,10,
s675,s363,5,
s141,s150,2,
s1619,s1063,1,
s1543,s1270,6,
s36,s1556,8,
s24,s502,4,
s161,s766,10,
s372,s1438,2,
s65,s1443,1,
s1809,s765,2,
s797,s914,1,
s886,s731,0,
s8,s109,9,
s1664,s715,2,
s121,s1337,6,
s9,s1327,8,
s768,s107,5,
s177,s1930,7,
s1622,s758,5,
s844,s843,9,
s686,s261,10,
s975,s776,4,
s1195,s328,3,
s484,s396,2,
s1917,s949,5,
s1816,s598,2,
s1676,s1752,1,
s553,s713,2,
s675,s783,8,
s391,s1478,3,
s1760,s518,8,
s612,s1457,4,
s792,s561,9,
s1712,s923,9,
s211,s471,4,
s620,s939,9,
s858,s1012,1,
s1379,s1810,6,
s1667,s1525,1,
s371,s1677,2,
s1459,s1365,3,
s793,s1894,1,
s1535,s155,10,
s1592,s230,8,
s163,s1721,1,
s1468,s1448,3,
s897,s851,10,
s338,s1696,0,
s1906,s197,1,
s1503,s1253,9,
s1013,s438,8,
s495,s998,3,
s1078,s1087,10,
s1601,s1146,9,
s1386,s248,8,
s512,s1196,4,
s1290,s491,3,
s1479,s490,0,
s1230,s246,6,
s442,s1444,2,
s1894,s845,4,
s717,s376,9,
s1136,s693,9,
s1906,s1156,5,
s595,s207,0,
s1296,s1239,1,
s229,s527,1,
s141,s1326,9,
s1503,s438,8,
s1300,s726,3,
s612,s900,1,
s330,s1713,9,
s1575,s1231,9,
s709,s144,5,
s1445,s20,9,
s262,s627,2,
s1002,s120,5,
s1701,s1113,1,
s396,s1085,8,
s1763,s936,0,
s1969,s533,6,
s1561,s1053,6,
s829,s302,2,
s877,s1637,6,
s1604,s681,7,
s632,s1339,6,
s592,s1358,7,
s1970,s454,5,
s207,s583,2,
s936,s1286,4,
s396,s1089,2,
s596,s326,7,
s907,s1659,10,
s1679,s1139,8,
s696,s1472,4,
s1861,s1605,7,
s161,s1968,8,
s1979,s1622,2,
s917,s1708,6,
s1463,s1788,8,
s1713,s1544,2,
s1303,s1054,7,
s145,s184,7,
s1302,s1797,6,
s936,s891,6,
s1475,s1769,6,
s173,s1400,10,
s428,s782,3,
s1159,s789,10,
s1702,s1866,5,
s358,s578,5,
s632,s564,2,
s1208,s1800,1,
s1915,s430,0,
s1289,s967,0,
s1842,s1141,7,
s1572,s1874,10,
s1805,s1286,2,
s791,s262,4,
s1463,s1558,2,
s1463,s1283,6,
s169,s774,0,
s545,s902,6,
s1828,s124,5,
s252,s1686,10,
s1367,s1220,4,
s1830,s118,0,
s1754,s1087,2,
s957,s1394,6,
s812,s740,7,
s784,s1034,10,
s150,s1409,10,
s954,s1254,1,
s1191,s695,8,
s293,s860,5,
s323,s1797,0,
s210,s374,9,
s1934,s268,1,
s754,s933,9,
s1461,s482,5,
s696,s1469,4,
s1532,s1718,10,
s410,s174,10,
s1404,s1231,2,
