from,to,weight,type
s1001,s1030,124,
s438,s984,39,
s1404,s303,102,
s1828,s99,98,
s127,s347,26,
s1619,s1180,86,
s360,s171,32,
s1833,s1360,19,
s1791,s1477,15,
s1844,s1498,104,
s1070,s1951,83,
s267,s1751,58,
s1464,s394,2,
s660,s1395,139,
s1331,s618,41,
s1134,s372,26,
s182,s812,120,
s403,s667,24,
s195,s1769,86,
s357,s1247,27,
s534,s289,29,
s195,s1205,131,
s94,s739,127,
s1101,s692,142,
s1727,s1833,35,
s1553,s1953,104,
s938,s1385,148,
s1790,s870,81,
s884,s1924,148,
s954,s271,94,
s667,s1888,53,
s1032,s475,90,
s1087,s1141,119,
s500,s1604,38,
s1686,s1284,132,
s190,s939,105,
s1408,s352,146,
s1565,s242,106,
s829,s177,37,
s521,s1929,129,
s1211,s1475,34,
s635,s1149,85,
s333,s360,133,
s1827,s588,142,
s1257,s620,44,
s1447,s1664,20,
s475,s1236,115,
s1430,s1615,73,
s237,s335,72,
s239,s1494,88,
s741,s751,12,
s122,s1900,35,
s1279,s506,106,
s113,s1869,35,
s940,s1997,128,
s1632,s1022,143,
s622,s207,49,
s950,s1293,91,
s182,s827,109,
s885,s349,106,
s646,s1717,55,
s634,s64,6,
s377,s189,47,
s1678,s845,125,
s1722,s372,63,
s237,s930,66,
s524,s1738,109,
s1652,s1047,55,
s1028,s723,68,
s526,s511,73,
s623,s733,114,
s1445,s1808,115,
s1088,s56,28,
s1885,s1509,150,
s1442,s850,150,
s527,s1423,37,
s911,s852,144,
s1569,s103,117,
s842,s771,28,
s290,s818,81,
s1391,s288,79,
s1765,s1913,115,
s696,s949,81,
s1673,s1522,147,
s1217,s480,23,
s692,s1715,13,
s1516,s1098,148,
s1036,s1820,9,
s459,s1786,130,
s868,s1956,131,
s1982,s1213,95,
s749,s1384,60,
s164,s1643,59,
s317,s1248,28,
s533,s877,129,
s1813,s1516,119,
s246,s1358,76,
s351,s1581,140,
s56,s367,13,
s1395,s1122,55,
s1702,s338,31,
s1506,s864,126,
s937,s1899,20,
s1977,s1616,150,
s408,s832,112,
s1925,s1374,39,
s713,s58,54,
s219,s478,115,
s711,s158,134,
s1582,s772,60,
s366,s1907,51,
s1996,s457,25,
s425,s1467,74,
s241,s208,79,
s1960,s488,131,
s527,s13,135,
s1767,s382,4,
s1224,s1169,41,
s571,s1256,36,
s1759,s1065,25,
s18,s1350,25,
s823,s290,103,
s47,s1482,23,
s1059,s916,139,
s873,s1792,96,
s1250,s1549,142,
s490,s1468,22,
s986,s341,17,
s672,s593,117,
s1844,s1315,5,
s1415,s766,64,
s1287,s1033,102,
s1812,s168,37,
s821,s1616,108,
s7,s1335,24,
s1697,s1973,114,
s417,s1926,84,
s1137,s51,72,
s814,s1356,127,
s658,s1042,1,
s477,s566,136,
s424,s1156,39,
s1104,s1647,145,
s1218,s1152,40,
s54,s411,130,
s1727,s423,131,
s1649,s675,108,
s503,s1866,75,
s1614,s195,35,
s634,s373,4,
s1812,s1905,133,
s1364,s897,57,
s1280,s174,102,
s1291,s450,130,
s1235,s847,3,
s243,s1453,49,
s595,s418,90,
s370,s1826,134,
s789,s1621,81,
s1064,s1125,87,
s867,s230,65,
s170,s1998,136,
s69,s1924,20,
s203,s1415,24,
s600,s337,103,
s212,s635,106,
s599,s989,73,
s138,s1931,7,
s1463,s423,21,
s1884,s1681,112,
s1308,s1090,39,
s513,s969,47,
s204,s1736,107,
s302,s34,26,
s1918,s1957,100,
s607,s483,110,
s498,s1133,130,
s1099,s1625,120,
s1200,s1778,48,
s1246,s1925,128,
s498,s1288,94,
s565,s794,36,
s628,s1026,108,
s103,s1504,81,
s896,s718,72,
s603,s1714,25,
s1223,s1175,121,
s968,s1373,128,
s1948,s1116,147,
s1275,s1788,128,
s1602,s630,108,
s683,s1255,94,
s60,s1452,114,
s1435,s1402,51,
s1774,s764,77,
s1404,s1017,80,
s1870,s761,139,
s43,s349,109,
s1378,s1481,40,
s590,s1854,128,
s1460,s1503,138,
s801,s853,81,
s1329,s1195,92,
s1043,s735,130,
s162,s592,33,
s505,s938,66,
s116,s1695,124,
s175,s862,85,
s1753,s1949,129,
s993,s115,3,
s1167,s1010,40,
s16,s1497,140,
s719,s1850,80,
s1718,s445,59,
s151,s1064,101,
s548,s1490,122,
s734,s1924,68,
s133,s1708,59,
s1272,s1774,45,
s1151,s1715,54,
s1088,s394,114,
s504,s37,128,
s1004,s809,140,
s559,s1478,117,
s709,s493,22,
s1908,s213,15,
s239,s1283,49,
s582,s1834,14,
s1188,s1805,59,
s1317,s963,5,
s1095,s1510,98,
s475,s698,103,
s1350,s313,6,
s830,s281,13,
s232,s336,63,
s1222,s1439,11,
s1561,s683,28,
s1527,s1736,114,
s957,s1659,2,
s958,s1229,22,
s968,s1014,67,
s1244,s545,75,
s363,s62,94,
s1113,s1011,40,
s1456,s1654,75,
s1736,s425,44,
s1544,s493,17,
s663,s1251,139,
s838,s1162,110,
s643,s1612,136,
s416,s49,124,
s1843,s921,63,
s1277,s536,20,
s1558,s507,103,
s1375,s1324,78,
s176,s1888,78,
s1292,s1877,17,
s417,s1257,73,
s562,s212,7,
s260,s1527,130,
s756,s743,133,
s798,s1624,61,
s1695,s722,67,
s1884,s1979,83,
s1464,s658,51,
s1965,s841,147,
s1325,s1791,98,
s1172,s438,43,
s222,s1668,17,
s4,s1353,150,
s1430,s675,56,
s1864,s156,95,
s58,s981,49,
s314,s1519,129,
s448,s1091,10,
s1332,s1726,66,
s1986,s1606,2,
s919,s1658,83,
s1043,s1934,69,
s1068,s959,97,
s1461,s1133,105,
s1523,s448,131,
s1821,s187,61,
s66,s555,35,
s285,s386,27,
s1536,s1817,120,
s920,s1913,112,
s746,s863,145,
s988,s561,88,
s1694,s1140,41,
s1108,s1627,109,
s35,s1276,43,
s972,s1077,70,
s579,s1928,83,
s1897,s423,87,
s813,s605,54,
s1350,s310,9,
s1035,s1427,106,
s284,s1507,144,
s1513,s1263,94,
s1389,s535,76,
s59,s599,10,
s1178,s1509,97,
s1178,s1127,85,
s1483,s582,115,
s1333,s793,96,
s1083,s956,28,
s238,s455,105,
s1474,s1816,43,
s1376,s1420,106,
s757,s967,66,
s1376,s850,131,
s1510,s840,61,
s351,s1810,11,
s665,s1144,113,
s501,s1558,45,
s61,s1301,70,
s1747,s908,120,
s483,s941,125,
s266,s1521,23,
s1746,s1981,64,
s375,s207,9,
s1618,s901,60,
s943,s1844,69,
s1894,s2,138,
s1935,s896,121,
s286,s1523,121,
s1274,s748,108,
s861,s1472,101,
s437,s1041,70,
s1345,s1001,27,
s1618,s1767,38,
s1073,s1072,77,
s1128,s385,112,
s758,s1115,140,
s878,s634,93,
s1320,s388,121,
s1306,s1914,57,
s1254,s1206,132,
s1170,s169,87,
s9,s327,22,
s1886,s892,13,
s1162,s195,118,
s254,s1048,130,
s773,s1512,52,
s996,s1104,56,
s1618,s181,36,
s971,s1350,150,
s1289,s1035,55,
s1162,s879,47,
s203,s516,39,
s122,s1953,3,
s840,s69,11,
s888,s1513,129,
s214,s429,44,
s1891,s1451,141,
s1742,s842,125,
s1982,s522,147,
s45,s672,33,
s1615,s468,24,
s1528,s589,77,
s1189,s128,150,
s1128,s924,76,
s827,s1961,140,
s199,s235,114,
s1720,s1328,59,
s102,s1186,50,
s1266,s337,76,
s1084,s924,33,
s582,s1631,96,
s1871,s316,141,
s237,s1377,98,
s1766,s1071,1,
s782,s1317,77,
s877,s496,67,
s802,s1117,35,
s447,s713,122,
s878,s1923,92,
s1010,s1582,108,
s1358,s310,113,
s669,s1138,43,
s1377,s1822,63,
s748,s874,62,
s392,s138,149,
s1516,s820,65,
s1756,s109,26,
s77,s1760,83,
s1644,s910,14,
s1314,s473,20,
s973,s1508,67,
s1328,s571,140,
s1497,s1729,115,
s1315,s1656,71,
s1656,s1436,69,
s829,s873,109,
s1520,s1970,112,
s1036,s180,93,
s470,s1218,114,
s789,s438,36,
s881,s1337,11,
s499,s122,5,
s1011,s852,108,
s752,s730,117,
s411,s1034,24,
s1155,s732,130,
s75,s1779,86,
s379,s441,53,
s1416,s1149,142,
s1199,s1638,98,
s1929,s1530,44,
s1303,s1278,32,
s891,s1090,35,
s37,s405,95,
s309,s1381,75,
s1924,s667,40,
s1167,s1354,40,
s1530,s1719,143,
s1921,s1798,47,
s420,s905,92,
s1798,s1145,133,
s1420,s1820,53,
s743,s154,81,
s83,s1184,87,
s1186,s575,32,
s1419,s47,84,
s938,s1168,79,
s1324,s1739,5,
s1036,s141,33,
s1257,s1672,105,
s1486,s1650,109,
s399,s851,60,
s839,s1436,85,
s74,s1481,130,
s606,s1093,55,
s1606,s1101,29,
s1479,s1521,124,
s862,s699,59,
s1841,s882,104,
s991,s1033,101,
s1612,s452,22,
s593,s364,56,
s17,s528,127,
s491,s65,70,
s1709,s136,16,
s1740,s544,101,
s1505,s1249,90,
s796,s1795,97,
s1499,s140,127,
s1900,s1530,131,
s1345,s1761,16,
s293,s1236,31,
s1436,s1639,56,
s601,s1341,47,
s1801,s950,3,
s179,s1115,9,
s216,s938,40,
s218,s1019,65,
s166,s858,82,
s1601,s1262,30,
s1435,s567,115,
s173,s209,119,
s877,s732,145,
s913,s1060,119,
s464,s887,144,
s379,s518,138,
s1363,s1645,42,
s1278,s1328,53,
s1807,s1857,90,
s1361,s646,15,
s1373,s511,148,
s406,s1325,76,
s1098,s254,6,
s881,s519,129,
s1714,s336,49,
s1804,s1907,69,
s673,s1569,116,
s1615,s959,25,
s658,s1277,29,
s1075,s974,63,
s1673,s60,4,
s736,s1592,108,
s1882,s634,0,
s1534,s382,10,
s1835,s789,84,
s453,s1594,73,
s750,s1062,148,
s908,s488,13,
s1190,s718,93,
s94,s1451,136,
s586,s1044,108,
s1385,s1999,7,
s1531,s1355,33,
s819,s1645,142,
s862,s1805,98,
s838,s519,34,
s745,s887,97,
s1508,s508,93,
s1933,s697,75,
s1811,s207,139,
s76,s39,89,
s1016,s139,89,
s122,s1381,108,
s1947,s1458,23,
s991,s711,82,
s620,s258,60,
s823,s407,143,
s693,s1297,103,
s35,s923,109,
s1978,s1983,125,
s211,s1397,90,
s722,s792,32,
s1219,s486,121,
s1617,s1022,138,
s422,s1164,65,
s537,s946,19,
s1662,s1886,142,
s1692,s1022,130,
s930,s1077,112,
s1449,s803,131,
s1176,s87,26,
s451,s1305,50,
s1537,s1915,73,
s1678,s1305,60,
s1702,s70,146,
s806,s1351,9,
s1998,s688,22,
s1035,s935,98,
s1916,s662,11,
s864,s984,10,
s282,s597,83,
s1952,s1767,30,
s717,s1503,125,
s1889,s1749,125,
s469,s672,92,
s11,s466,141,
s1334,s44,135,
s301,s1722,30,
s1662,s1937,2,
s465,s1351,65,
s1295,s1010,123,
s1752,s42,93,
s464,s1046,98,
s696,s1724,31,
s23,s821,111,
s1644,s1527,98,
s66,s1973,85,
s1524,s1229,77,
s1891,s191,74,
s425,s229,62,
s1986,s592,20,
s1526,s183,107,
s1675,s1362,122,
s83,s914,150,
s758,s1755,147,
s1037,s1401,51,
s857,s1220,3,
s1155,s987,101,
s648,s945,88,
s1676,s1647,49,
s1927,s1553,106,
s780,s1878,7,
s1669,s1421,91,
s1363,s916,90,
s1900,s116,38,
s726,s1488,75,
s1929,s861,118,
s1137,s570,60,
s763,s1751,35,
s48,s443,62,
s1393,s841,91,
s1566,s608,127,
s752,s689,51,
s23,s1406,135,
s1350,s395,149,
s1566,s1416,41,
s1392,s1991,88,
s283,s833,145,
s1706,s351,80,
s1098,s1882,11,
s243,s1395,34,
s105,s891,23,
s426,s1250,1,
s208,s898,102,
s1097,s857,65,
s1516,s353,64,
s711,s1055,80,
s1282,s1322,143,
s63,s560,104,
s1525,s1526,9,
s1737,s748,85,
s308,s1821,103,
s1141,s1925,5,
s1539,s546,123,
s729,s1613,48,
s614,s1536,3,
s1109,s1890,96,
s708,s1816,78,
s1187,s519,67,
s1722,s822,22,
s1178,s1829,2,
s1202,s1824,71,
s1710,s653,117,
s1143,s456,149,
s467,s1781,107,
s961,s678,35,
s1776,s32,117,
s803,s1622,51,
s937,s71,84,
s1052,s1254,135,
s554,s1591,111,
s70,s694,82,
s1837,s1175,48,
s40,s1628,106,
s1444,s839,126,
s1843,s734,44,
s656,s1257,78,
s793,s980,96,
s1918,s1972,59,
s937,s361,43,
s1381,s502,51,
s26,s354,124,
s1564,s1854,102,
s128,s1627,135,
s1218,s588,133,
s1745,s1367,82,
s180,s944,92,
s599,s1786,81,
s1158,s982,85,
s151,s1258,73,
s1918,s186,58,
s1601,s1346,16,
s911,s1363,60,
s333,s630,150,
s1791,s1031,59,
s152,s1836,98,
s1043,s633,20,
s1587,s222,43,
s1403,s561,141,
s1457,s1939,10,
s833,s593,43,
s347,s994,4,
s1806,s1817,122,
s1398,s1179,51,
s1595,s838,104,
s1810,s1332,73,
s926,s1675,109,
s1066,s1593,23,
s58,s1967,17,
s1719,s356,58,
s1160,s374,60,
s1535,s816,133,
s551,s227,79,
s1532,s509,75,
s1917,s194,10,
s523,s6,55,
s362,s4,111,
s562,s706,85,
s1616,s67,53,
s321,s539,23,
s1657,s412,79,
s1019,s2000,40,
s1382,s931,8,
s35,s1530,44,
s1734,s1003,77,
s431,s953,9,
s385,s1476,79,
s1916,s695,22,
s285,s314,149,
s1960,s1874,48,
s1154,s1947,124,
s340,s1323,102,
s577,s1233,61,
s290,s1890,10,
s530,s1456,108,
s437,s952,12,
s1786,s1597,41,
s1203,s160,64,
s1188,s747,77,
s1426,s1469,94,
s1429,s677,17,
s369,s1104,36,
s210,s305,136,
s222,s1758,83,
s48,s1715,56,
s825,s1170,124,
s713,s932,9,
s1234,s1546,117,
s1673,s1879,48,
s723,s446,18,
s938,s1330,112,
s559,s689,99,
s587,s255,138,
s507,s1288,104,
s1272,s1852,77,
s748,s106,24,
s1180,s1994,94,
s1108,s724,1,
s1520,s1264,79,
s225,s837,135,
s29,s1572,3,
s1038,s1342,84,
s529,s1129,46,
s1017,s43,22,
s790,s1875,122,
s735,s818,98,
s1170,s1290,41,
s30,s614,88,
s758,s343,92,
s630,s1403,55,
s993,s961,15,
s1670,s1287,83,
s924,s1864,18,
s179,s82,113,
s1302,s801,100,
s1235,s1388,91,
s1293,s1073,49,
s1882,s748,11,
s1803,s1009,91,
s1376,s755,11,
s1164,s659,50,
s1167,s761,145,
s927,s1481,108,
s47,s295,102,
s1319,s427,26,
s1508,s1725,33,
s159,s1571,146,
s534,s1997,63,
s811,s861,48,
s102,s1764,81,
s1800,s1510,93,
s1010,s1411,9,
s1086,s177,35,
s479,s895,69,
s1525,s1623,80,
s988,s1645,90,
s1869,s707,89,
s445,s1662,64,
s1977,s1713,6,
s959,s180,98,
s1850,s1105,30,
s1416,s305,127,
s1921,s1228,22,
s1171,s1139,131,
s1628,s1557,83,
s585,s1383,67,
s1505,s881,146,
s1451,s424,60,
s874,s1674,14,
s1166,s186,124,
s1328,s276,118,
s562,s1805,10,
s1005,s706,49,
s450,s1228,92,
s329,s1155,8,
s796,s1882,126,
s1146,s830,140,
s1426,s1387,120,
s1607,s1252,32,
s1872,s1889,45,
s1825,s1566,67,
s147,s725,67,
s1221,s755,26,
s139,s1900,123,
s125,s816,107,
s1656,s32,104,
s1001,s801,144,
s1928,s1838,147,
s1312,s397,99,
s24,s1185,30,
s1765,s818,84,
s291,s1435,54,
s1731,s1655,37,
s1397,s942,88,
s1473,s453,123,
s1956,s541,62,
s1791,s326,46,
s127,s474,124,
s878,s782,107,
s1728,s670,59,
s515,s217,134,
s1888,s373,2,
s402,s233,48,
s1219,s1204,133,
s1018,s434,108,
s137,s1894,37,
s1861,s1917,68,
s1010,s645,149,
s1264,s1025,28,
s353,s14,97,
s589,s1017,87,
s628,s1968,68,
s1177,s523,10,
s199,s866,98,
s35,s212,73,
s328,s1053,114,
s1142,s1227,20,
s1317,s796,0,
s490,s1508,142,
s233,s681,146,
s621,s1005,140,
s861,s520,63,
s1232,s1928,140,
s1798,s1129,9,
s1164,s979,2,
s857,s1102,79,
s636,s1434,130,
s1062,s801,83,
s3,s1257,111,
s882,s152,47,
s1067,s1956,111,
s816,s713,62,
s1171,s619,7,
s1915,s362,52,
s2000,s892,2,
s1840,s52,20,
s926,s14,10,
s1311,s433,66,
s367,s67,54,
s909,s1397,109,
s740,s1395,86,
s413,s66,41,
s1213,s1552,119,
s351,s1448,32,
s1631,s1662,51,
s140,s136,111,
s1262,s50,39,
s1461,s1313,1,
s1796,s1726,10,
s1506,s369,139,
s83,s651,124,
s156,s620,25,
s399,s1456,47,
s1799,s1854,112,
s263,s1473,103,
s740,s329,1,
s1186,s1780,104,
s367,s173,62,
s1967,s198,134,
s68,s1531,133,
s1346,s728,21,
s397,s589,19,
s1203,s1887,18,
s213,s117,69,
s1574,s1291,130,
s892,s182,145,
s1460,s1466,23,
s1316,s1577,127,
s1205,s1793,64,
s1664,s1610,52,
s834,s1185,120,
s248,s181,126,
s867,s173,84,
s945,s1748,65,
s49,s740,75,
s1788,s1091,74,
s1391,s933,39,
s560,s915,141,
s1010,s892,93,
s846,s1188,40,
s580,s502,27,
s1322,s763,32,
s833,s482,73,
s1357,s1490,81,
s547,s320,41,
s194,s384,129,
s1447,s1847,22,
s1193,s1320,86,
s1713,s420,115,
s132,s1976,149,
s708,s1349,129,
s139,s199,4,
s1306,s881,74,
s1085,s484,8,
s1426,s859,104,
s1373,s271,115,
s682,s598,103,
s1359,s195,78,
s1658,s1310,145,
s1132,s734,22,
s1403,s1945,130,
s56,s1324,129,
s1980,s1091,118,
s881,s161,11,
s1384,s1150,123,
s26,s302,29,
s776,s1842,68,
s743,s94,14,
s1894,s1578,47,
s478,s286,82,
s314,s332,109,
s1119,s1363,119,
s1330,s1119,11,
s458,s980,27,
s639,s1446,49,
s695,s886,10,
s195,s1290,8,
s811,s874,68,
s1082,s1319,1,
s912,s897,17,
s1332,s1792,5,
s308,s234,101,
s906,s1108,125,
s1190,s656,45,
s790,s1711,129,
s1709,s1371,45,
s1715,s1779,87,
s82,s1010,58,
s441,s407,60,
s607,s1071,69,
s1230,s1748,135,
s1715,s1665,114,
s1405,s1761,26,
s1412,s708,37,
s40,s1652,143,
s1827,s1238,137,
s273,s1711,76,
s1124,s1166,15,
s1819,s708,78,
s814,s805,92,
s478,s363,18,
s722,s1510,115,
s1748,s1488,15,
s1028,s1322,25,
s201,s1204,144,
s1518,s281,122,
s57,s530,116,
s1383,s1622,121,
s1084,s1130,97,
s621,s1831,73,
s77,s1869,51,
s1335,s1441,87,
s697,s1507,6,
s939,s655,135,
s1963,s349,143,
s786,s468,70,
s1954,s861,138,
s553,s75,16,
s1155,s1476,133,
s1074,s618,146,
s111,s411,21,
s1242,s1477,120,
s621,s1561,20,
s1462,s748,17,
s645,s1940,120,
s271,s686,100,
s961,s1249,103,
s330,s399,79,
s1752,s495,111,
s1627,s207,65,
s1208,s1832,57,
s106,s1332,116,
s1205,s579,133,
s793,s1318,6,
s1770,s354,56,
s1977,s435,12,
s118,s1698,37,
s946,s1671,113,
s540,s1074,40,
s376,s204,145,
s795,s909,44,
s404,s1124,69,
s556,s180,142,
s1705,s1682,72,
s393,s1833,24,
s1685,s3,0,
s1603,s1454,81,
s587,s1693,75,
s1963,s1977,21,
s1165,s1523,80,
s1343,s586,56,
s1112,s772,23,
s202,s781,37,
s602,s609,142,
s947,s1240,118,
s625,s1164,68,
s1905,s1120,120,
s1493,s1894,19,
s325,s1734,47,
s130,s281,135,
s1161,s88,132,
s378,s413,62,
s890,s1898,141,
s249,s87,44,
s1750,s477,126,
s1374,s524,125,
s905,s1646,113,
s42,s28,125,
s389,s820,105,
s610,s1545,10,
s835,s1731,107,
s535,s389,73,
s251,s1245,121,
s1532,s1325,19,
s1411,s569,144,
s1858,s1363,125,
s771,s15,11,
s1293,s1410,97,
s1054,s803,92,
s636,s1049,51,
s379,s398,39,
s485,s1805,138,
s1985,s1377,75,
s1119,s1451,17,
s1843,s522,91,
s1468,s1744,25,
s107,s669,36,
s351,s1166,65,
s476,s1744,9,
s1506,s1287,69,
s1310,s1455,20,
s1367,s575,144,
s1569,s1926,18,
s1919,s1908,85,
s142,s1236,67,
s919,s122,44,
s1373,s1767,90,
s333,s689,113,
s845,s866,15,
s1156,s17,122,
s1905,s1878,90,
s1049,s634,119,
s1690,s991,57,
s671,s1997,108,
s488,s471,63,
s498,s1901,29,
s46,s1193,0,
s1966,s1822,73,
s593,s97,146,
s1920,s104,126,
s1209,s1207,66,
s1905,s818,86,
s848,s1191,31,
s366,s1941,81,
s1590,s644,32,
s1269,s1852,102,
s713,s1934,32,
s811,s988,22,
s1473,s868,79,
s108,s684,98,
s1666,s1232,106,
s1411,s461,107,
s1929,s776,29,
s645,s1182,8,
s1372,s710,144,
s548,s993,36,
s95,s1716,64,
s1471,s217,32,
s1430,s1660,57,
s371,s1172,43,
s82,s616,85,
s1297,s301,142,
s1991,s1814,80,
s1044,s745,59,
s254,s1460,45,
s1309,s1984,62,
s1694,s232,57,
s1569,s674,46,
s1880,s1709,77,
s938,s1775,24,
s1888,s906,20,
s954,s673,78,
s1600,s1862,70,
s919,s213,51,
s164,s866,63,
s547,s505,5,
s1754,s1712,22,
s1221,s1858,103,
s758,s1828,9,
s1125,s1507,132,
s993,s458,68,
s1557,s819,135,
s383,s28,83,
s1331,s790,60,
s66,s604,148,
s1433,s80,45,
s1638,s196,99,
s1573,s990,149,
s1578,s1829,43,
s1630,s223,14,
s1326,s984,21,
s618,s1871,126,
s116,s1725,117,
s1022,s492,116,
s947,s749,9,
s831,s1615,1,
s1370,s286,28,
s332,s298,145,
s1273,s1050,24,
s1893,s1525,38,
s287,s1988,70,
s592,s546,24,
s1627,s119,24,
s519,s1210,115,
s238,s1644,51,
s1098,s526,149,
s1877,s842,84,
s193,s579,137,
s777,s1153,110,
s1674,s1514,121,
s343,s264,43,
s260,s16,9,
s1944,s1242,140,
s1046,s1551,19,
s1295,s1760,131,
s511,s1196,55,
s133,s1416,4,
s381,s836,44,
s1018,s1915,138,
s1200,s361,33,
s1738,s691,81,
s1632,s1642,96,
s1119,s310,109,
s1664,s1055,39,
s1711,s1453,119,
s887,s1803,106,
s1648,s986,25,
s1878,s169,66,
s91,s503,111,
s809,s343,141,
s1014,s1338,61,
s378,s325,45,
s1933,s633,76,
s1789,s1316,91,
s767,s963,94,
s1298,s990,61,
s735,s293,41,
s1957,s1449,138,
s334,s1899,111,
s290,s1695,128,
s287,s35,70,
s370,s1279,108,
s904,s1687,95,
s1845,s1343,86,
s1618,s864,31,
s1258,s1740,39,
s831,s872,25,
s881,s1579,59,
s1534,s1992,36,
s574,s1299,123,
s1349,s1031,67,
s303,s253,119,
s907,s763,148,
s1296,s1508,71,
s743,s740,116,
s641,s1135,133,
s799,s1908,66,
s1801,s1861,146,
s27,s1479,64,
s1956,s1876,13,
s972,s1133,76,
s831,s1059,115,
s1631,s1781,63,
s77,s508,119,
s1376,s1127,61,
s1757,s769,73,
s8,s1467,61,
s1689,s1273,64,
s287,s1870,91,
s1605,s1650,59,
s204,s1664,4,
s388,s699,17,
s1544,s1986,50,
s344,s893,110,
s740,s1709,27,
s1396,s540,68,
s1546,s472,0,
s1950,s293,93,
s1642,s16,39,
s1095,s1233,76,
s1929,s999,25,
s1880,s747,111,
s1523,s197,96,
s1920,s1094,108,
s842,s72,64,
s1866,s1867,35,
s945,s1997,103,
s791,s221,132,
s896,s493,74,
s1902,s391,71,
s1663,s688,10,
s422,s1802,95,
s1642,s779,29,
s347,s1962,125,
s290,s1749,70,
s585,s1814,128,
s946,s1691,118,
s1356,s1683,19,
s1505,s699,74,
s1158,s1047,123,
s475,s1986,75,
s981,s165,38,
s1497,s503,74,
s1011,s177,112,
s1583,s153,38,
s1688,s657,100,
s600,s277,58,
s413,s483,12,
s1068,s1567,101,
s1965,s1624,40,
s427,s916,70,
s844,s1256,135,
s530,s883,16,
s807,s1416,148,
s1583,s1825,35,
s956,s1680,150,
s1442,s1158,28,
s59,s665,121,
s1657,s589,60,
s400,s1378,34,
s813,s326,29,
s1331,s59,90,
s554,s338,114,
s440,s953,79,
s1984,s1742,62,
s9,s23,108,
s922,s392,92,
s1354,s337,58,
s1536,s161,55,
s1430,s1353,70,
s1063,s269,33,
s693,s1892,143,
s95,s1662,3,
s338,s638,122,
s1475,s91,83,
s409,s397,130,
s1618,s277,102,
s270,s1910,28,
s1344,s972,60,
s1579,s432,117,
s1381,s208,64,
s1748,s32,5,
s1648,s1104,131,
s349,s1372,100,
s437,s1654,5,
s759,s1637,114,
s1206,s246,16,
s1746,s1655,54,
s368,s930,56,
s766,s603,66,
s91,s576,24,
s87,s269,136,
s884,s1977,90,
s101,s1952,126,
s805,s1656,26,
s582,s652,47,
s1466,s1280,147,
s900,s232,111,
s1283,s920,40,
s317,s1479,31,
s1030,s1876,57,
s40,s1996,124,
s278,s928,41,
s164,s29,98,
s1046,s364,44,
s1335,s248,98,
s772,s1912,117,
s644,s1884,114,
s811,s530,36,
s310,s1225,83,
s1639,s1389,101,
s1243,s784,91,
s336,s888,58,
s1006,s856,33,
s117,s1664,143,
s1428,s635,20,
s189,s45,66,
s277,s1598,115,
s403,s1233,146,
s1469,s728,48,
s559,s1479,117,
s1616,s1389,9,
s851,s1346,16,
s1577,s728,114,
s1535,s1074,59,
s798,s560,48,
s991,s1935,56,
s1500,s799,132,
s789,s1039,95,
s744,s1863,107,
s1513,s1347,70,
s477,s116,56,
s1040,s482,68,
s1132,s1466,70,
s1865,s1726,9,
s1005,s540,117,
s844,s1098,150,
s1393,s1153,62,
s42,s1386,29,
s591,s906,13,
s904,s1356,87,
s1691,s1205,111,
s90,s1652,124,
s1945,s1726,95,
s313,s1633,112,
s1128,s1725,38,
s420,s848,19,
s1984,s1823,138,
s344,s1044,141,
s843,s1904,92,
s1555,s1405,41,
s936,s797,7,
s875,s753,94,
s1357,s75,47,
s1181,s815,139,
s240,s240,100,
s268,s399,59,
s43,s1991,40,
s1538,s403,1,
s677,s1231,45,
s44,s1975,37,
s530,s322,6,
s1432,s180,105,
s1702,s1078,113,
s1530,s1013,125,
s95,s1726,91,
s1421,s147,94,
s1470,s1599,46,
s413,s1011,150,
s1643,s947,97,
s1056,s749,128,
s742,s67,122,
s675,s1374,25,
s59,s1126,125,
s804,s959,134,
s1873,s790,61,
s1197,s425,111,
s1789,s1628,142,
s170,s460,107,
s522,s660,118,
s1632,s1254,119,
s678,s1798,64,
s370,s1223,143,
s1376,s356,74,
s641,s1356,144,
s816,s1265,145,
s1526,s1171,30,
s1242,s1248,31,
s1685,s74,84,
s425,s401,33,
s427,s1822,33,
s718,s598,108,
s476,s738,81,
s430,s1635,148,
s525,s1030,69,
s948,s823,108,
s96,s266,135,
s270,s1141,33,
s238,s1052,30,
s721,s1937,18,
s631,s532,47,
s1618,s475,97,
s914,s29,137,
s1174,s1234,48,
s1961,s1397,59,
s945,s521,146,
s1042,s1767,108,
s126,s1716,112,
s775,s1675,128,
s794,s95,71,
s548,s1056,128,
s687,s40,140,
s962,s1809,36,
s1987,s188,68,
s875,s234,65,
s689,s744,73,
s1325,s1557,119,
s1206,s1643,134,
s1929,s1690,136,
s627,s5,112,
s39,s1313,98,
s1538,s1643,41,
s518,s815,66,
s1955,s2,142,
s992,s1918,31,
s375,s1095,42,
s883,s1719,71,
s1572,s35,19,
s1838,s972,18,
s947,s1835,58,
s903,s581,36,
s1266,s1134,40,
s499,s1320,28,
s833,s1606,49,
s1069,s534,19,
s954,s1204,47,
s1286,s749,79,
s217,s377,82,
s1600,s1099,122,
s1614,s1284,1,
s1892,s1892,103,
s1754,s1251,55,
s1149,s968,108,
s892,s1637,45,
s1002,s655,117,
s652,s703,135,
s524,s1315,67,
s998,s1493,144,
